state,district,bio_total_sum,bio_total_mean,bio_total_std,bio_total_max,bio_total_min,demo_total_sum,demo_total_mean,demo_total_std,demo_total_max,demo_total_min,total_auth_sum,total_auth_mean,total_auth_std,total_auth_max,total_auth_min,bio_youth_sum,bio_youth_mean,bio_adult_sum,bio_adult_mean,demo_youth_sum,demo_youth_mean,demo_adult_sum,demo_adult_mean,num_pincodes,active_days,bio_demo_ratio,youth_adult_ratio,volume_per_pincode,daily_avg_volume,volatility_index,anomaly_label,anomaly_score,is_anomaly,anomaly_severity
Manipur,Kakching,2264.0,8.293040293040294,40.30365243887717,606.0,0.0,3377.0,12.36996336996337,14.91392382626759,76.0,0.0,5641.0,20.663003663003664,42.754901522283205,606.0,1.0,1532.0,5.611721611721611,732.0,2.681318681318681,614.0,2.249084249084249,2763.0,10.12087912087912,4,92,0.6702,0.6138,1410.25,61.32,1.9736,1,0.14374718816029058,0,7.6
Manipur,Kangpokpi,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,1.0,0.3333333333333333,3,2,0.0,1.0,1.0,1.5,0.0,1,0.08274005169922083,0,23.79
Manipur,Pherzawl,2.0,0.03389830508474576,0.182520824972938,1.0,0.0,176.0,2.983050847457627,3.6506566505395406,20.0,0.0,178.0,3.016949152542373,3.6553764154665753,20.0,1.0,2.0,0.03389830508474576,0.0,0.0,14.0,0.23728813559322035,162.0,2.7457627118644066,2,44,0.0113,0.0982,89.0,4.05,0.91,1,0.13762537099240624,0,9.22
Manipur,Senapati,25613.0,11.490803050695378,46.58401543848252,1263.0,0.0,25946.0,11.640197397936294,27.196484340144185,380.0,0.0,51559.0,23.131000448631674,59.54674607084109,1263.0,1.0,14212.0,6.375953342305967,11401.0,5.114849708389412,4857.0,2.1790040376850603,21089.0,9.461193360251233,31,95,0.9871,0.5869,1663.19,542.73,2.4676,1,0.16727805884963898,0,1.35
Manipur,Tamenglong,8894.0,13.557926829268293,39.93215235911132,517.0,0.0,10794.0,16.454268292682926,41.711927890218014,564.0,0.0,19688.0,30.01219512195122,65.99069911840543,812.0,1.0,4672.0,7.121951219512195,4222.0,6.435975609756097,2301.0,3.5076219512195124,8493.0,12.946646341463415,8,95,0.8239,0.5484,2461.0,207.24,2.1279,1,0.15256597757016443,0,5.26
Manipur,Thoubal,61717.0,69.57948139797068,280.66857889906476,4328.0,0.0,61140.0,68.92897406989853,137.0888250931666,1343.0,0.0,122857.0,138.50845546786923,323.8786658078061,4328.0,1.0,36422.0,41.062006764374296,25295.0,28.517474633596393,7801.0,8.794813979706877,53339.0,60.134160090191656,9,95,1.0094,0.5624,13650.78,1293.23,2.3216,1,0.08234900932186812,0,23.9
Manipur,Ukhrul,14977.0,26.93705035971223,111.64096891425119,1642.0,0.0,15655.0,28.156474820143885,85.32685842577342,1478.0,0.0,30632.0,55.093525179856115,164.0437819865527,2590.0,1.0,7049.0,12.678057553956835,7928.0,14.258992805755396,1950.0,3.5071942446043165,13705.0,24.649280575539567,6,95,0.9566,0.416,5105.33,322.44,2.9245,1,0.13880104826209183,0,8.91
Meghalaya,East Garo Hills,3315.0,8.678010471204189,36.02942058564668,259.0,0.0,6381.0,16.70418848167539,85.21964170009136,1046.0,0.0,9696.0,25.38219895287958,108.532953967858,1225.0,1.0,1121.0,2.9345549738219896,2194.0,5.7434554973821985,256.0,0.6701570680628273,6125.0,16.034031413612567,10,93,0.5194,0.1655,969.6,104.26,4.1139,1,0.12157613964059999,0,13.48
Meghalaya,East Jaintia Hills,3146.0,13.330508474576272,29.419216497296812,212.0,0.0,3518.0,14.90677966101695,62.84387778548679,796.0,0.0,6664.0,28.23728813559322,76.89253932390531,913.0,1.0,2340.0,9.915254237288135,806.0,3.4152542372881354,468.0,1.9830508474576272,3050.0,12.923728813559322,4,93,0.894,0.728,1666.0,71.66,2.6299,1,0.14432558134931628,0,7.45
Meghalaya,East Khasi Hills,22969.0,8.83423076923077,30.010909607091126,420.0,0.0,16628.0,6.395384615384615,33.89438559129726,982.0,0.0,39597.0,15.229615384615384,51.543367245913295,1160.0,0.0,9876.0,3.7984615384615386,13093.0,5.0357692307692306,1896.0,0.7292307692307692,14732.0,5.666153846153846,33,95,1.3813,0.4231,1199.91,416.81,3.1759,1,0.1657248318916485,0,1.77
Meghalaya,Eastern West Khasi Hills,10.0,0.11494252873563218,0.32080158891337357,1.0,0.0,306.0,3.5172413793103448,5.324061373690762,36.0,0.0,316.0,3.632183908045977,5.328979444440833,36.0,1.0,2.0,0.022988505747126436,8.0,0.09195402298850575,49.0,0.5632183908045977,257.0,2.954022988505747,2,63,0.0326,0.1917,158.0,5.02,1.1504,1,0.13387003134314063,0,10.22
Meghalaya,Jaintia Hills,9.0,0.3333333333333333,0.4803844614152613,1.0,0.0,25.0,0.9259259259259259,0.6155626523087467,3.0,0.0,34.0,1.2592592592592593,0.6558958989042623,4.0,1.0,2.0,0.07407407407407407,7.0,0.25925925925925924,1.0,0.037037037037037035,24.0,0.8888888888888888,3,19,0.3462,0.0938,11.33,1.79,0.2903,1,0.15033771667156365,0,5.85
Meghalaya,North Garo Hills,1347.0,2.9282608695652175,9.389262003882441,84.0,0.0,3846.0,8.360869565217392,43.110085957056256,782.0,0.0,5193.0,11.289130434782608,48.22538194036932,866.0,1.0,881.0,1.9152173913043478,466.0,1.0130434782608695,183.0,0.3978260869565217,3663.0,7.96304347826087,9,93,0.3501,0.2576,577.0,55.84,3.9242,1,0.13023930003505463,0,11.18
Meghalaya,Ri Bhoi,5286.0,8.132307692307693,24.212739122341507,252.0,0.0,8369.0,12.875384615384615,57.64421061291587,1082.0,0.0,13655.0,21.00769230769231,70.45884133920724,1267.0,1.0,3373.0,5.189230769230769,1913.0,2.943076923076923,882.0,1.356923076923077,7487.0,11.518461538461539,12,95,0.6315,0.4526,1137.92,143.74,3.2016,1,0.15438045646284665,0,4.78
Meghalaya,South Garo Hills,1454.0,3.625935162094763,12.646727864779319,120.0,0.0,4010.0,10.0,53.36993535690295,634.0,0.0,5464.0,13.625935162094763,58.84164958331631,676.0,1.0,694.0,1.7306733167082293,760.0,1.8952618453865338,250.0,0.6234413965087282,3760.0,9.376558603491272,5,87,0.3625,0.2088,1092.8,62.8,4.0231,1,0.12723137319898437,0,11.98
Meghalaya,South West Garo Hills,5597.0,16.51032448377581,43.486946754860554,287.0,0.0,7241.0,21.359882005899706,109.98625646250959,1271.0,0.0,12838.0,37.87020648967552,138.9032515145638,1548.0,1.0,2752.0,8.117994100294986,2845.0,8.392330383480825,498.0,1.4690265486725664,6743.0,19.89085545722714,6,93,0.7729,0.3389,2139.67,138.04,3.5735,1,0.13742250698259195,0,9.28
Meghalaya,South West Khasi Hills,4159.0,13.956375838926174,39.81609376681957,318.0,0.0,4769.0,16.003355704697988,92.99775524325207,825.0,0.0,8928.0,29.959731543624162,122.51436412422306,1050.0,1.0,2198.0,7.375838926174497,1961.0,6.580536912751678,647.0,2.1711409395973154,4122.0,13.832214765100671,5,93,0.8719,0.4676,1785.6,96.0,3.9572,1,0.14444690070783883,0,7.41
Meghalaya,West Garo Hills,36416.0,42.05080831408776,258.68767019386235,4189.0,0.0,15422.0,17.808314087759815,75.58193640008699,1155.0,0.0,51838.0,59.85912240184758,282.27816972209644,4189.0,1.0,9178.0,10.598152424942263,27238.0,31.452655889145497,1194.0,1.3787528868360277,14228.0,16.42956120092379,11,95,2.3611,0.2501,4712.55,545.66,4.6382,1,0.10226692281706262,0,18.61
Meghalaya,West Jaintia Hills,7328.0,20.759206798866856,73.26036485344547,672.0,0.0,7659.0,21.69688385269122,122.28386041776382,1553.0,0.0,14987.0,42.45609065155807,179.89388893655905,2225.0,1.0,5135.0,14.546742209631729,2193.0,6.212464589235127,918.0,2.6005665722379603,6741.0,19.096317280453256,4,91,0.9567,0.6774,3746.75,164.69,4.1397,1,0.12036655064907675,0,13.8
Meghalaya,West Khasi Hills,6892.0,28.362139917695472,95.32576012895024,800.0,0.0,10707.0,44.06172839506173,198.45617033934886,2025.0,0.0,17599.0,72.42386831275721,256.5977762311912,2531.0,1.0,3746.0,15.415637860082304,3146.0,12.946502057613168,1359.0,5.592592592592593,9348.0,38.46913580246913,8,92,0.6436,0.4086,2199.88,191.29,3.4947,1,0.1099416937893321,0,16.57
Mizoram,Aizawl,44750.0,28.144654088050313,149.05515455624425,3139.0,0.0,13115.0,8.248427672955975,44.083027612874076,793.0,0.0,57865.0,36.393081761006286,183.6135353087664,3139.0,0.0,32035.0,20.147798742138363,12715.0,7.99685534591195,1552.0,0.9761006289308176,11563.0,7.2723270440251575,20,95,3.4119,1.3834,2893.25,609.11,4.9104,1,0.05457774340902688,0,31.27
Mizoram,Champhai,20760.0,39.84644913627639,262.7274754889374,3740.0,0.0,6514.0,12.502879078694818,75.66472409560608,980.0,0.0,27274.0,52.34932821497121,323.8126964010356,4720.0,1.0,15245.0,29.261036468330133,5515.0,10.585412667946256,577.0,1.107485604606526,5937.0,11.395393474088293,6,92,3.1865,1.3815,4545.67,296.46,6.0697,-1,-0.014430130362810711,1,49.58
Mizoram,Hnahthial,17.0,0.40476190476190477,0.6270147549329285,3.0,0.0,47.0,1.119047619047619,1.0406935059309612,5.0,0.0,64.0,1.5238095238095237,0.9935915448290941,5.0,1.0,10.0,0.23809523809523808,7.0,0.16666666666666666,4.0,0.09523809523809523,43.0,1.0238095238095237,3,32,0.3542,0.2745,21.33,2.0,0.3937,1,0.1443303523675527,0,7.44
Mizoram,Khawzawl,8.0,0.24242424242424243,0.43519413988924466,1.0,0.0,35.0,1.0606060606060606,0.7044232543095956,2.0,0.0,43.0,1.303030303030303,0.46669372215943755,2.0,1.0,6.0,0.18181818181818182,2.0,0.06060606060606061,8.0,0.24242424242424243,27.0,0.8181818181818182,2,25,0.2222,0.4667,21.5,1.72,0.2026,1,0.13124084654121865,0,10.92
Mizoram,Kolasib,12491.0,22.34525939177102,127.69812328241933,1965.0,0.0,3959.0,7.082289803220036,41.02443136645472,495.0,0.0,16450.0,29.427549194991055,157.2762267405542,1965.0,1.0,9242.0,16.53309481216458,3249.0,5.81216457960644,700.0,1.2522361359570662,3259.0,5.83005366726297,10,91,3.1543,1.5274,1645.0,180.77,5.1689,1,0.041660649364234525,0,34.69
Mizoram,Lawngtlai,15946.0,34.366379310344826,148.6331366848307,1770.0,0.0,4537.0,9.77801724137931,47.625884929129,500.0,0.0,20483.0,44.144396551724135,185.6073756484355,2270.0,1.0,10609.0,22.864224137931036,5337.0,11.502155172413794,405.0,0.8728448275862069,4132.0,8.905172413793103,5,94,3.5139,1.163,4096.6,217.9,4.1114,1,0.07686638915086558,0,25.35
Mizoram,Lunglei,16650.0,24.449339207048457,140.82193858057803,2571.0,0.0,7449.0,10.938325991189428,76.20297402035254,1281.0,0.0,24099.0,35.38766519823788,203.46303196659744,3823.0,1.0,11185.0,16.42437591776799,5465.0,8.02496328928047,1096.0,1.6093979441997064,6353.0,9.328928046989722,10,94,2.2349,1.0391,2409.9,256.37,5.5915,1,0.05632095471642812,0,30.8
Mizoram,Mamit,10953.0,26.911547911547913,156.5366921821278,1893.0,0.0,1847.0,4.538083538083538,24.18031400707378,372.0,0.0,12800.0,31.44963144963145,176.1826380894258,2168.0,0.0,9008.0,22.132678132678134,1945.0,4.778869778869779,339.0,0.8329238329238329,1508.0,3.705159705159705,7,90,5.9269,2.7061,1828.57,142.22,5.4294,-1,-0.044817547912060496,1,57.65
Mizoram,Mammit,2904.0,8.9079754601227,45.91595128438661,586.0,0.0,637.0,1.9539877300613497,9.737210122625301,175.0,0.0,3541.0,10.86196319018405,52.942429933003176,761.0,0.0,1747.0,5.358895705521473,1157.0,3.549079754601227,35.0,0.10736196319018405,602.0,1.8466257668711656,9,81,4.5517,1.0125,393.44,43.72,4.4632,1,0.07993621705785448,0,24.54
Mizoram,Saiha,5961.0,26.611607142857142,145.7756309305168,1667.0,0.0,1925.0,8.59375,40.550584655702345,549.0,0.0,7886.0,35.205357142857146,181.44712942988988,2216.0,1.0,4628.0,20.660714285714285,1333.0,5.950892857142857,218.0,0.9732142857142857,1707.0,7.620535714285714,3,90,3.095,1.5936,2628.67,87.62,5.0116,1,0.02821166962007271,0,38.26
Mizoram,Saitual,81.0,0.801980198019802,3.638735500088452,27.0,0.0,131.0,1.297029702970297,1.072795921463589,6.0,0.0,212.0,2.099009900990099,3.587492022276982,27.0,1.0,41.0,0.40594059405940597,40.0,0.39603960396039606,8.0,0.07920792079207921,123.0,1.2178217821782178,4,55,0.6136,0.2988,53.0,3.85,1.1576,1,0.14651783643597005,0,6.86
Mizoram,Serchhip,10263.0,31.872670807453417,209.43225270232927,2532.0,0.0,2478.0,7.695652173913044,45.15291340006924,501.0,0.0,12741.0,39.56832298136646,252.65051648358423,3033.0,1.0,6823.0,21.18944099378882,3440.0,10.683229813664596,448.0,1.391304347826087,2030.0,6.304347826086956,5,90,4.14,1.329,2548.2,141.57,6.2278,-1,-0.009698087806949585,1,48.32
Nagaland,Chumukedima,683.0,2.1015384615384614,8.45241751354971,68.0,0.0,1868.0,5.747692307692308,16.593293190846087,173.0,0.0,2551.0,7.849230769230769,18.111589317791363,173.0,1.0,267.0,0.8215384615384616,416.0,1.28,260.0,0.8,1608.0,4.947692307692308,5,89,0.3654,0.2602,510.2,28.66,2.0467,1,0.14599556262909308,0,7.0
Nagaland,Dimapur,28154.0,35.5479797979798,131.05028506120897,1806.0,0.0,8244.0,10.409090909090908,45.8559203294515,1153.0,0.0,36398.0,45.957070707070706,160.2438902093812,2959.0,1.0,10757.0,13.582070707070708,17397.0,21.96590909090909,824.0,1.0404040404040404,7420.0,9.368686868686869,9,95,3.4147,0.4666,4044.22,383.14,3.4126,1,0.13209955692143305,0,10.69
Nagaland,Kiphire,4641.0,37.42741935483871,115.38998374104084,739.0,0.0,1958.0,15.790322580645162,66.35042156739866,742.0,0.0,6599.0,53.21774193548387,153.95150542988517,1303.0,1.0,1759.0,14.185483870967742,2882.0,23.241935483870968,261.0,2.1048387096774195,1697.0,13.685483870967742,3,91,2.3691,0.441,2199.67,72.52,2.8395,1,0.1345544602321342,0,10.04
Nagaland,Kohima,15692.0,19.788146279949558,78.97644138384142,927.0,0.0,3388.0,4.272383354350567,24.020276714238985,472.0,0.0,19080.0,24.060529634300128,93.35304915257338,1303.0,1.0,3670.0,4.627994955863809,12022.0,15.160151324085751,279.0,0.35182849936948296,3109.0,3.9205548549810847,10,94,4.6303,0.261,1908.0,202.98,3.7251,1,0.11464966878065719,0,15.32
Nagaland,Longleng,2794.0,12.81651376146789,52.54643154367829,483.0,0.0,824.0,3.779816513761468,5.503844987242738,34.0,0.0,3618.0,16.59633027522936,52.384280061207,483.0,1.0,716.0,3.2844036697247705,2078.0,9.53211009174312,133.0,0.6100917431192661,691.0,3.169724770642202,3,92,3.3867,0.3065,1206.0,39.33,2.977,1,0.14185177756974338,0,8.1
Nagaland,Meluri,991.0,12.234567901234568,14.056378983346201,75.0,0.0,96.0,1.1851851851851851,1.467234738471584,5.0,0.0,1087.0,13.419753086419753,14.608100661560066,76.0,1.0,176.0,2.1728395061728394,815.0,10.061728395061728,8.0,0.09876543209876543,88.0,1.0864197530864197,1,71,10.2165,0.2035,1087.0,15.31,1.0131,1,0.03335148175273939,0,36.9
Nagaland,Mokokchung,9749.0,15.352755905511811,60.29209895709125,797.0,0.0,2790.0,4.393700787401575,23.268613010330597,410.0,0.0,12539.0,19.746456692913387,70.71143852791435,797.0,1.0,2507.0,3.9480314960629923,7242.0,11.40472440944882,202.0,0.31811023622047246,2588.0,4.075590551181103,8,95,3.493,0.2756,1567.38,131.99,3.4084,1,0.14311395607711658,0,7.77
Nagaland,Mon,16723.0,36.43355119825708,115.03721367995628,1031.0,0.0,4725.0,10.294117647058824,30.826295066157076,368.0,0.0,21448.0,46.727668845315904,133.49974206839047,1274.0,1.0,6485.0,14.128540305010894,10238.0,22.305010893246187,860.0,1.8736383442265796,3865.0,8.420479302832245,4,94,3.5385,0.5208,5362.0,228.17,2.7971,1,0.12790362582158754,0,11.8
Nagaland,Niuland,294.0,2.161764705882353,8.22212064943444,60.0,0.0,377.0,2.7720588235294117,13.153209388256876,154.0,0.0,671.0,4.9338235294117645,19.161768342537496,214.0,1.0,116.0,0.8529411764705882,178.0,1.3088235294117647,57.0,0.41911764705882354,320.0,2.3529411764705883,3,71,0.7778,0.3467,223.67,9.45,3.2292,1,0.14164220083774254,0,8.16
Nagaland,Noklak,786.0,7.277777777777778,20.59481530496166,123.0,0.0,474.0,4.388888888888889,3.176529974536322,12.0,0.0,1260.0,11.666666666666666,19.97053904897266,123.0,1.0,238.0,2.2037037037037037,548.0,5.074074074074074,66.0,0.6111111111111112,408.0,3.7777777777777777,1,84,1.6547,0.3177,1260.0,15.0,1.5766,1,0.1455707417983222,0,7.12
Nagaland,Peren,5146.0,16.92763157894737,60.150427707938874,519.0,0.0,1909.0,6.279605263157895,18.41251131108851,258.0,0.0,7055.0,23.207236842105264,70.9288199902624,777.0,1.0,2119.0,6.970394736842105,3027.0,9.957236842105264,436.0,1.4342105263157894,1473.0,4.845394736842105,6,93,2.6942,0.5677,1175.83,75.86,2.9301,1,0.15212313087570445,0,5.38
Nagaland,Phek,9209.0,19.63539445628998,82.02903192095427,1004.0,0.0,1532.0,3.2665245202558637,15.119162321553636,322.0,0.0,10741.0,22.901918976545844,86.4877280988134,1004.0,1.0,1777.0,3.788912579957356,7432.0,15.846481876332623,171.0,0.3646055437100213,1361.0,2.901918976545842,5,92,6.0072,0.2215,2148.2,116.75,3.6184,1,0.08370156514867744,0,23.54
Nagaland,Shamator,191.0,1.91,6.719630521348203,67.0,0.0,437.0,4.37,3.961060464067671,17.0,0.0,628.0,6.28,7.442819059708195,67.0,1.0,36.0,0.36,155.0,1.55,51.0,0.51,386.0,3.86,1,77,0.4361,0.1605,628.0,8.16,1.0224,1,0.13093117154188433,0,11.0
Nagaland,Tseminyu,199.0,2.8840579710144927,11.199443567958369,74.0,0.0,92.0,1.3333333333333333,1.146178646719646,6.0,0.0,291.0,4.217391304347826,11.014521918568649,74.0,1.0,62.0,0.8985507246376812,137.0,1.9855072463768115,7.0,0.10144927536231885,85.0,1.2318840579710144,2,52,2.1398,0.3094,145.5,5.6,2.1111,1,0.14696382922666346,0,6.75
Nagaland,Tuensang,11334.0,24.639130434782608,98.4377322803461,1117.0,0.0,4249.0,9.236956521739131,35.113298467662524,471.0,0.0,15583.0,33.87608695652174,118.17886389437393,1173.0,1.0,3172.0,6.895652173913043,8162.0,17.743478260869566,464.0,1.008695652173913,3785.0,8.228260869565217,7,94,2.6668,0.3043,2226.14,165.78,3.3885,1,0.1480141027584524,0,6.47
Nagaland,Wokha,8611.0,38.963800904977376,165.1855665938825,1278.0,0.0,1923.0,8.701357466063348,51.696416685771474,546.0,0.0,10534.0,47.665158371040725,205.20179892131307,1824.0,1.0,2384.0,10.787330316742082,6227.0,28.176470588235293,135.0,0.6108597285067874,1788.0,8.09049773755656,4,93,4.4756,0.3142,2633.5,113.27,4.2166,1,0.08526406000366415,0,23.12
Nagaland,Zunheboto,8494.0,20.616504854368934,111.26058721341062,1480.0,0.0,2525.0,6.128640776699029,28.40291364885167,551.0,0.0,11019.0,26.74514563106796,130.89077410281524,2031.0,1.0,1698.0,4.121359223300971,6796.0,16.49514563106796,227.0,0.5509708737864077,2298.0,5.577669902912621,7,93,3.3626,0.2117,1574.14,118.48,4.7176,1,0.10788175554040669,0,17.12
Nagpur,Near Uday nagar NIT garden,0.0,0.0,,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,,1,0.11069397710160511,0,16.37
ODISHA,NUAPADA,34.0,0.53125,0.6416434751529461,2.0,0.0,50.0,0.78125,0.7446901987158767,2.0,0.0,84.0,1.3125,0.5599036198240402,3.0,1.0,9.0,0.140625,25.0,0.390625,3.0,0.046875,47.0,0.734375,2,43,0.6667,0.1644,42.0,1.95,0.2421,1,0.15036828695725551,0,5.84
Odisha,ANGUL,5.0,0.4166666666666667,0.6685579234215215,2.0,0.0,9.0,0.75,0.621581560508061,2.0,0.0,14.0,1.1666666666666667,0.38924947208076144,2.0,1.0,3.0,0.25,2.0,0.16666666666666666,1.0,0.08333333333333333,8.0,0.6666666666666666,1,12,0.5,0.3636,14.0,1.17,0.1797,1,0.14327354673524118,0,7.73
Odisha,ANUGUL,254.0,2.9195402298850577,9.843210847388848,59.0,0.0,145.0,1.6666666666666667,1.483762240925715,6.0,0.0,399.0,4.586206896551724,9.55711317235776,59.0,1.0,82.0,0.9425287356321839,172.0,1.9770114942528736,4.0,0.04597701149425287,141.0,1.6206896551724137,1,69,1.7397,0.2739,399.0,5.78,1.7108,1,0.1489568747196,0,6.22
Odisha,Angul,72204.0,24.5091649694501,79.48098672286339,1015.0,0.0,30086.0,10.212491513917175,42.01263040870169,897.0,0.0,102290.0,34.721656483367276,104.95935951849108,1740.0,0.0,36743.0,12.472165648336727,35461.0,12.036999321113374,4102.0,1.3923964697895452,25984.0,8.820095044127632,36,95,2.3998,0.6647,2841.39,1076.74,2.9383,1,0.16619582456366566,0,1.64
Odisha,Anugal,4.0,0.2857142857142857,0.4688072309384954,1.0,0.0,11.0,0.7857142857142857,0.5789342235218394,2.0,0.0,15.0,1.0714285714285714,0.2672612419124244,2.0,1.0,0.0,0.0,4.0,0.2857142857142857,0.0,0.0,11.0,0.7857142857142857,1,12,0.3333,0.0,15.0,1.25,0.129,1,0.13668546101023732,0,9.47
Odisha,Anugul,1836.0,1.784256559766764,5.604863868524969,90.0,0.0,1483.0,1.4412050534499514,1.695637830284507,11.0,0.0,3319.0,3.2254616132167153,5.756884975094815,90.0,1.0,399.0,0.3877551020408163,1437.0,1.3965014577259476,75.0,0.0728862973760933,1408.0,1.3683187560738581,22,93,1.2372,0.1665,150.86,35.69,1.3624,1,0.14993996947971017,0,5.96
Odisha,BALANGIR,1.0,1.0,,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,1.0,1.0,,1,0.12291096881748864,0,13.13
Odisha,Balangir,99455.0,31.754469987228607,103.02643003145937,1364.0,0.0,38659.0,12.343231162196679,52.439528911220584,1108.0,0.0,138114.0,44.09770114942529,136.17471223681025,1980.0,1.0,51895.0,16.569284802043423,47560.0,15.185185185185185,5110.0,1.63154533844189,33549.0,10.71168582375479,31,95,2.5726,0.7028,4455.29,1453.83,3.0195,1,0.15588370921264322,0,4.38
Odisha,Baleshwar,23315.0,4.7855090311986865,16.335622658241007,293.0,0.0,10517.0,2.1586617405582924,4.867455987673838,216.0,0.0,33832.0,6.944170771756979,18.007382404827318,464.0,1.0,6105.0,1.2530788177339902,17210.0,3.5324302134646963,790.0,0.1621510673234811,9727.0,1.9965106732348112,62,95,2.2167,0.256,545.68,356.13,2.2667,1,0.14837318797401305,0,6.37
Odisha,Baleswar,119854.0,21.685181834629997,60.72724334894121,820.0,0.0,43904.0,7.943549846209517,35.544297747231376,820.0,0.0,163758.0,29.628731680839515,83.2123879742643,1491.0,0.0,69664.0,12.604306133526325,50190.0,9.080875701103674,8159.0,1.4762077076171523,35745.0,6.467342138592365,54,95,2.7298,0.9056,3032.56,1723.77,2.7168,1,0.1283642804788615,0,11.68
Odisha,Balianta,0.0,0.0,,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,,1,0.11069397710160511,0,16.37
Odisha,Bargarh,90336.0,32.21683309557775,96.19353367359396,1158.0,0.0,35422.0,12.632667617689016,42.33091545210515,1060.0,0.0,125758.0,44.849500713266764,120.96845867727632,2005.0,1.0,47165.0,16.82061340941512,43171.0,15.396219686162626,4648.0,1.6576319543509273,30774.0,10.975035663338089,32,95,2.5502,0.7007,3929.94,1323.77,2.6384,1,0.1534042468306378,0,5.04
Odisha,Baudh,5226.0,10.557575757575757,31.327837767908076,260.0,0.0,1153.0,2.3292929292929294,2.216667289312632,12.0,0.0,6379.0,12.886868686868686,31.01617916071684,260.0,1.0,1050.0,2.121212121212121,4176.0,8.436363636363636,61.0,0.12323232323232323,1092.0,2.206060606060606,6,91,4.5286,0.2109,1063.17,70.1,2.2335,1,0.11623690996148472,0,14.9
Odisha,Bhadrak,103370.0,24.123687281213535,81.11868753412998,1286.0,0.0,40702.0,9.498716452742123,40.39553865428763,925.0,0.0,144072.0,33.62240373395566,105.33435388608885,2021.0,1.0,57694.0,13.464177362893816,45676.0,10.65950991831972,6970.0,1.6266044340723453,33732.0,7.872112018669778,46,95,2.5396,0.8143,3132.0,1516.55,3.0424,1,0.14673384936739808,0,6.81
Odisha,Bhadrak(R),0.0,0.0,,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,,1,0.11069397710160511,0,16.37
Odisha,Boudh,27085.0,21.20986687548943,61.97741875460641,710.0,0.0,9341.0,7.314800313234143,23.606914305688345,433.0,0.0,36426.0,28.52466718872357,74.92733404006012,1089.0,1.0,14136.0,11.069694596711042,12949.0,10.140172278778387,1377.0,1.0783085356303836,7964.0,6.236491777603759,14,94,2.8993,0.7418,2601.86,387.51,2.5378,1,0.15606336779315694,0,4.33
Odisha,Cuttack,148073.0,21.86224715783257,82.6740467319804,1686.0,0.0,49304.0,7.279492100989222,38.423684001414244,896.0,0.0,197377.0,29.141739258821794,104.76114926301254,2149.0,0.0,71937.0,10.62114277277425,76136.0,11.24110438505832,5920.0,0.8740587627343865,43384.0,6.405433338254835,88,95,3.0032,0.6514,2242.92,2077.65,3.4756,1,0.10848015813660777,0,16.96
Odisha,Debagarh,18303.0,27.986238532110093,83.0964575047695,780.0,0.0,8037.0,12.288990825688073,45.549602411410625,910.0,0.0,26340.0,40.27522935779817,108.5879468598602,1581.0,1.0,9661.0,14.77217125382263,8642.0,13.214067278287462,1030.0,1.5749235474006116,7007.0,10.714067278287462,9,95,2.2771,0.6831,2926.67,277.26,2.6308,1,0.15347607985787626,0,5.02
Odisha,Dhenkanal,85762.0,34.9906160750714,106.71307856301331,1337.0,0.0,30142.0,12.297837617299061,40.93040673291911,752.0,0.0,115904.0,47.28845369237046,130.03089595693442,2089.0,1.0,42636.0,17.3953488372093,43126.0,17.595267237862096,4597.0,1.8755609955120358,25545.0,10.422276621787026,23,95,2.8452,0.6878,5039.3,1220.04,2.6928,1,0.15267503232734475,0,5.23
Odisha,Gajapati,67474.0,37.92804946599213,127.2116443933215,1838.0,0.0,21819.0,12.264755480607082,48.647166931780795,956.0,0.0,89293.0,50.19280494659921,161.21350986727245,2643.0,1.0,34559.0,19.426082068577852,32915.0,18.501967397414276,3364.0,1.8909499718943226,18455.0,10.37380550871276,25,95,3.0923,0.7382,3571.72,939.93,3.1491,1,0.1480389248272458,0,6.46
Odisha,Ganjam,204262.0,23.77351024208566,72.39993174381631,1001.0,0.0,96564.0,11.238826815642458,46.1056970008546,1268.0,0.0,300826.0,35.01233705772812,101.62027403303576,2269.0,1.0,106762.0,12.42574487895717,97500.0,11.347765363128492,12896.0,1.500931098696462,83668.0,9.737895716945996,81,95,2.1153,0.6605,3713.9,3166.59,2.8218,1,0.1127647379433745,0,15.82
