state,district,total_auth_sum,is_anomaly,anomaly_severity,QDI,qdi_status,needs_audit,bio_ratio,demo_ratio,DLI,load_status,recommendation,load_ratio,surge_score,surge_level,priority_score,priority_level
Jammu & Kashmir,Anantnag,18.0,0,8.61,23.16,Concern,1,0.3684,0.5789,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.0,-1.19,Low,6.95,Low
Jammu & Kashmir,Badgam,15.0,0,8.85,-2.5,Good,0,0.625,0.3125,0.07,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,-4.54,Low,0.02,Low
Jammu & Kashmir,Bandipur,1.0,0,13.13,10.0,Watch,0,0.5,0.0,0.0,Optimal,,,-0.38,Low,3.0,Low
Jammu & Kashmir,Baramula,187.0,0,5.81,16.91,Watch,0,0.4309,0.5638,13.3,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,45.97,Normal,13.66,Low
Jammu & Kashmir,Doda,9.0,0,6.68,20.0,Watch,0,0.4,0.5,0.07,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,-0.37,Low,6.02,Low
Jammu & Kashmir,Jammu,432.0,0,9.25,5.5,Watch,0,0.545,0.4527,7.29,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,20.51,Normal,5.89,Low
Jammu & Kashmir,Kargil,13.0,0,8.62,45.71,Critical,1,0.1429,0.7857,0.14,Under-utilized,Consider: Reallocate resources to high-load areas,0.002,-0.37,Low,13.76,Low
Jammu & Kashmir,Kathua,100.0,0,7.33,8.51,Watch,0,0.5149,0.4752,15.25,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,21.99,Normal,9.33,Low
Jammu & Kashmir,Kupwara,10.0,0,9.65,32.73,Concern,1,0.2727,0.6364,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.0,-0.38,Low,9.82,Low
Jammu & Kashmir,Leh (ladakh),18.0,0,38.76,2.11,Watch,0,0.5789,0.3684,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.002,-2.92,Low,0.63,Low
Jammu & Kashmir,Pulwama,3.0,0,8.54,10.0,Watch,0,0.5,0.25,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.002,-0.38,Low,3.0,Low
Jammu & Kashmir,Punch,10.0,0,5.94,14.55,Watch,0,0.4545,0.4545,0.07,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,-0.37,Low,4.39,Low
Jammu & Kashmir,Rajauri,27.0,0,6.0,17.14,Watch,0,0.4286,0.5357,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.0,9.89,Normal,6.13,Low
Jammu & Kashmir,Srinagar,26.0,0,4.9,0.74,Watch,0,0.5926,0.3704,5.35,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,5.35,Normal,2.36,Low
Jammu & Kashmir,Udhampur,11.0,0,10.36,-6.67,Good,0,0.6667,0.25,0.07,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,4.63,Normal,0.48,Low
Jammu and Kashmir,?,1.0,0,13.13,10.0,Watch,0,0.5,0.0,0.0,Optimal,,,-0.38,Low,3.0,Low
Jammu and Kashmir,Anantnag,95397.0,0,5.62,-1.37,Good,0,0.6137,0.3863,35.03,Optimal,Optimal: Maintain current allocation,0.005,84.69,Elevated,18.98,Medium
Jammu and Kashmir,Badgam,28209.0,0,10.15,4.69,Watch,0,0.5531,0.4468,34.38,Optimal,Optimal: Maintain current allocation,0.003,56.23,Elevated,17.34,Medium
Jammu and Kashmir,Bandipore,41260.0,0,12.99,0.11,Watch,0,0.5989,0.4011,36.8,Optimal,Optimal: Maintain current allocation,0.017,36.53,Normal,14.73,Low
Jammu and Kashmir,Bandipur,1.0,0,16.37,60.0,Critical,1,0.0,0.5,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.002,-0.38,Low,18.0,Medium
Jammu and Kashmir,Baramula,114528.0,0,5.37,-7.08,Good,0,0.6708,0.3292,34.39,Optimal,Optimal: Maintain current allocation,0.004,71.34,Elevated,17.45,Medium
Jammu and Kashmir,Budgam,49229.0,0,32.55,-1.51,Good,0,0.6151,0.3849,35.6,Optimal,Optimal: Maintain current allocation,0.005,33.26,Normal,14.01,Low
Jammu and Kashmir,Doda,54648.0,0,8.95,-18.02,Good,0,0.7802,0.2198,32.25,Optimal,Optimal: Maintain current allocation,0.003,54.35,Elevated,15.11,Medium
Jammu and Kashmir,Ganderbal,23148.0,0,6.05,-5.84,Good,0,0.6584,0.3415,28.32,Optimal,Optimal: Maintain current allocation,0.012,57.96,Elevated,14.29,Low
Jammu and Kashmir,Jammu,148622.0,0,5.53,-15.55,Good,0,0.7555,0.2445,27.46,Optimal,Optimal: Maintain current allocation,0.001,67.47,Elevated,14.98,Low
Jammu and Kashmir,Kargil,5586.0,0,12.82,-1.07,Good,0,0.6107,0.3891,19.88,Under-utilized,Consider: Reallocate resources to high-load areas,0.002,37.12,Normal,9.68,Low
Jammu and Kashmir,Kathua,68666.0,0,4.49,-9.28,Good,0,0.6928,0.3072,22.85,Optimal,Optimal: Maintain current allocation,0.002,47.23,Elevated,11.58,Low
Jammu and Kashmir,Kishtwar,31668.0,0,24.91,-21.08,Excellent,0,0.8108,0.1892,26.41,Optimal,Optimal: Maintain current allocation,0.022,50.53,Elevated,12.98,Low
Jammu and Kashmir,Kulgam,47884.0,0,32.66,-13.69,Good,0,0.7369,0.2631,48.99,Moderate,Monitor: Review weekly,0.018,50.96,Elevated,19.79,Medium
Jammu and Kashmir,Kupwara,109940.0,0,29.01,1.97,Watch,0,0.5803,0.4197,23.96,Optimal,Optimal: Maintain current allocation,0.017,65.12,Elevated,14.29,Low
Jammu and Kashmir,Leh,4366.0,0,12.54,-6.04,Good,0,0.6604,0.3394,25.51,Optimal,Optimal: Maintain current allocation,0.001,50.77,Elevated,12.73,Low
Jammu and Kashmir,Poonch,4.0,0,8.95,40.0,Concern,1,0.2,0.6,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.002,-0.37,Low,12.0,Low
Jammu and Kashmir,Pulwama,61326.0,0,8.66,-4.12,Good,0,0.6412,0.3588,43.04,Moderate,Monitor: Review weekly,0.005,48.46,Elevated,17.76,Medium
Jammu and Kashmir,Punch,81526.0,0,30.41,-10.85,Good,0,0.7085,0.2915,21.14,Optimal,Optimal: Maintain current allocation,0.029,47.59,Elevated,11.1,Low
Jammu and Kashmir,Rajouri,81818.0,0,14.72,-19.93,Good,0,0.7993,0.2007,29.51,Optimal,Optimal: Maintain current allocation,0.005,70.11,Elevated,15.86,Medium
Jammu and Kashmir,Ramban,41329.0,0,44.51,-20.58,Excellent,0,0.8058,0.1942,36.02,Optimal,Optimal: Maintain current allocation,0.023,65.55,Elevated,17.36,Medium
Jammu and Kashmir,Reasi,35896.0,0,8.31,-15.39,Good,0,0.7539,0.2461,32.92,Optimal,Optimal: Maintain current allocation,0.004,45.65,Normal,14.44,Low
Jammu and Kashmir,Samba,18460.0,0,6.73,-11.16,Good,0,0.7116,0.2883,22.52,Optimal,Optimal: Maintain current allocation,0.002,53.49,Elevated,12.1,Low
Jammu and Kashmir,Shupiyan,27087.0,1,48.46,-9.13,Good,0,0.6913,0.3087,30.97,Optimal,Optimal: Maintain current allocation,0.118,56.88,Elevated,44.98,High
Jammu and Kashmir,Srinagar,128078.0,0,2.64,-7.8,Good,0,0.678,0.322,29.3,Optimal,Optimal: Maintain current allocation,0.002,63.6,Elevated,15.15,Medium
Jammu and Kashmir,Udhampur,72835.0,0,6.24,-16.03,Good,0,0.7603,0.2397,31.97,Optimal,Optimal: Maintain current allocation,0.002,60.75,Elevated,15.67,Medium
Jammu and Kashmir,udhampur,1.0,0,13.13,10.0,Watch,0,0.5,0.0,0.0,Optimal,,,-0.38,Low,3.0,Low
Jharkhand,Bokaro,192065.0,0,19.48,-2.04,Good,0,0.6204,0.3796,43.57,Moderate,Monitor: Review weekly,0.001,47.79,Elevated,17.85,Medium
Jharkhand,Bokaro *,3.0,0,13.32,-15.0,Good,0,0.75,0.0,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.002,-0.38,Low,0.0,
Jharkhand,Chatra,122578.0,0,23.86,-0.26,Good,0,0.6026,0.3974,25.92,Optimal,Optimal: Maintain current allocation,0.015,46.08,Normal,12.38,Low
Jharkhand,Deoghar,137479.0,0,28.77,5.38,Watch,0,0.5462,0.4538,36.47,Optimal,Optimal: Maintain current allocation,0.002,58.16,Elevated,18.37,Medium
Jharkhand,Dhanbad,278000.0,0,34.59,-0.13,Good,0,0.6013,0.3987,37.81,Optimal,Optimal: Maintain current allocation,0.001,53.97,Elevated,16.74,Medium
Jharkhand,Dumka,148224.0,0,5.9,1.18,Watch,0,0.5882,0.4118,23.6,Optimal,Optimal: Maintain current allocation,0.002,42.82,Normal,11.72,Low
Jharkhand,East Singhbhum,212670.0,0,11.53,-10.72,Good,0,0.7072,0.2928,29.21,Optimal,Optimal: Maintain current allocation,0.002,68.03,Elevated,15.57,Medium
Jharkhand,Garhwa,150198.0,0,22.98,-11.58,Good,0,0.7158,0.2842,35.08,Optimal,Optimal: Maintain current allocation,0.01,50.32,Elevated,15.56,Medium
Jharkhand,Garhwa *,8070.0,0,9.17,-12.68,Good,0,0.7268,0.2731,32.53,Optimal,Optimal: Maintain current allocation,0.004,52.21,Elevated,14.98,Low
Jharkhand,Giridih,256892.0,0,26.1,10.12,Watch,0,0.4988,0.5012,24.11,Optimal,Optimal: Maintain current allocation,0.005,52.87,Elevated,15.56,Medium
Jharkhand,Godda,149773.0,0,13.92,0.25,Watch,0,0.5975,0.4025,27.73,Optimal,Optimal: Maintain current allocation,0.007,40.44,Normal,12.44,Low
Jharkhand,Gumla,145103.0,0,5.13,-6.49,Good,0,0.6649,0.3351,34.12,Optimal,Optimal: Maintain current allocation,0.004,90.32,Elevated,19.27,Medium
Jharkhand,Hazaribag,18964.0,0,24.88,12.74,Watch,0,0.4726,0.5274,41.53,Moderate,Monitor: Review weekly,0.001,19.28,Normal,18.21,Medium
Jharkhand,Hazaribagh,153759.0,0,10.41,4.46,Watch,0,0.5554,0.4445,35.72,Optimal,Optimal: Maintain current allocation,0.002,53.53,Elevated,17.41,Medium
Jharkhand,Jamtara,77177.0,0,15.59,3.36,Watch,0,0.5664,0.4336,28.43,Optimal,Optimal: Maintain current allocation,0.017,41.64,Normal,13.7,Low
Jharkhand,Khunti,69838.0,0,8.8,-8.67,Good,0,0.6867,0.3133,31.19,Optimal,Optimal: Maintain current allocation,0.005,30.98,Normal,12.46,Low
Jharkhand,Kodarma,8421.0,0,4.23,-2.56,Good,0,0.6256,0.3743,24.0,Optimal,Optimal: Maintain current allocation,0.003,30.84,Normal,10.28,Low
Jharkhand,Koderma,66767.0,0,9.7,-2.55,Good,0,0.6255,0.3745,26.32,Optimal,Optimal: Maintain current allocation,0.007,35.01,Normal,11.4,Low
Jharkhand,Latehar,87115.0,0,8.59,5.68,Watch,0,0.5432,0.4568,24.26,Optimal,Optimal: Maintain current allocation,0.008,35.08,Normal,12.49,Low
Jharkhand,Lohardaga,59894.0,0,30.43,-10.64,Good,0,0.7064,0.2936,51.38,Moderate,Monitor: Review weekly,0.005,39.88,Normal,19.4,Medium
Jharkhand,Pakaur,6323.0,0,8.6,18.49,Watch,0,0.4151,0.5848,23.43,Optimal,Optimal: Maintain current allocation,0.003,50.85,Elevated,17.66,Medium
Jharkhand,Pakur,90093.0,0,27.01,11.98,Watch,0,0.4802,0.5197,30.34,Optimal,Optimal: Maintain current allocation,0.007,23.96,Normal,15.09,Medium
Jharkhand,Palamau,6756.0,0,20.28,18.61,Watch,0,0.4139,0.5859,44.71,Moderate,Monitor: Review weekly,0.001,39.86,Normal,22.98,Medium
Jharkhand,Palamu,247935.0,0,22.93,7.61,Watch,0,0.5239,0.4761,29.34,Optimal,Optimal: Maintain current allocation,0.006,56.78,Elevated,16.76,Medium
Jharkhand,Pashchimi Singhbhum,26342.0,0,22.13,-3.94,Good,0,0.6394,0.3605,49.79,Moderate,Monitor: Review weekly,0.002,54.3,Elevated,20.37,Medium
Jharkhand,Purbi Singhbhum,26928.0,0,13.58,-20.95,Excellent,0,0.8095,0.1904,28.06,Optimal,Optimal: Maintain current allocation,0.001,34.38,Normal,11.86,Low
Jharkhand,Ramgarh,78011.0,0,9.9,6.87,Watch,0,0.5313,0.4687,34.39,Optimal,Optimal: Maintain current allocation,0.001,32.23,Normal,15.6,Medium
Jharkhand,Ranchi,318799.0,0,17.23,-6.51,Good,0,0.6651,0.3349,29.48,Optimal,Optimal: Maintain current allocation,0.002,69.93,Elevated,15.84,Medium
Jharkhand,Sahebganj,139803.0,0,19.47,8.45,Watch,0,0.5155,0.4844,30.82,Optimal,Optimal: Maintain current allocation,0.007,36.0,Normal,15.38,Medium
Jharkhand,Sahibganj,5053.0,0,7.33,13.94,Watch,0,0.4606,0.5392,36.41,Optimal,Optimal: Maintain current allocation,0.002,46.99,Elevated,19.8,Medium
Jharkhand,Seraikela-Kharsawan,101785.0,0,3.85,-10.6,Good,0,0.706,0.294,25.47,Optimal,Optimal: Maintain current allocation,0.003,43.48,Normal,11.99,Low
Jharkhand,Seraikela-kharsawan,21672.0,0,3.82,-11.21,Good,0,0.7121,0.2878,25.72,Optimal,Optimal: Maintain current allocation,0.001,33.07,Normal,11.02,Low
Jharkhand,Simdega,97322.0,0,18.45,-12.3,Good,0,0.723,0.277,27.97,Optimal,Optimal: Maintain current allocation,0.01,49.61,Elevated,13.35,Low
Jharkhand,West Singhbhum,205411.0,0,14.07,-10.61,Good,0,0.7061,0.2939,39.93,Optimal,Optimal: Maintain current allocation,0.003,54.18,Elevated,17.4,Medium
Karnataka,Bagalkot,141916.0,0,3.63,-1.71,Good,0,0.6171,0.3829,25.78,Optimal,Optimal: Maintain current allocation,0.001,51.23,Elevated,12.86,Low
Karnataka,Bagalkot *,3100.0,0,5.59,0.31,Watch,0,0.5969,0.4028,15.9,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,17.86,Normal,6.65,Low
Karnataka,Ballari,69264.0,0,15.85,-4.28,Good,0,0.6428,0.3571,37.8,Optimal,Optimal: Maintain current allocation,0.0,39.99,Normal,15.34,Medium
Karnataka,Bangalore,270673.0,0,32.27,-20.1,Excellent,0,0.801,0.199,27.24,Optimal,Optimal: Maintain current allocation,0.0,75.97,Elevated,15.77,Medium
Karnataka,Bangalore Rural,97730.0,0,7.41,10.3,Watch,0,0.497,0.503,35.0,Optimal,Optimal: Maintain current allocation,0.002,34.84,Normal,17.07,Medium
Karnataka,Belagavi,144896.0,0,28.06,-1.66,Good,0,0.6166,0.3834,31.47,Optimal,Optimal: Maintain current allocation,0.0,71.47,Elevated,16.59,Medium
Karnataka,Belgaum,188002.0,0,18.26,-5.47,Good,0,0.6547,0.3453,25.92,Optimal,Optimal: Maintain current allocation,0.0,67.07,Elevated,14.48,Low
Karnataka,Bellary,104120.0,0,3.04,-13.06,Good,0,0.7306,0.2694,28.99,Optimal,Optimal: Maintain current allocation,0.001,47.38,Elevated,13.43,Low
Karnataka,Bengaluru,666157.0,1,46.06,6.26,Watch,0,0.5374,0.4626,30.27,Optimal,Optimal: Maintain current allocation,0.0,128.38,Critical,50.96,Critical
Karnataka,Bengaluru Rural,89.0,0,8.41,48.89,Critical,1,0.1111,0.8778,14.59,Under-utilized,Consider: Reallocate resources to high-load areas,0.004,20.62,Normal,21.11,Medium
Karnataka,Bengaluru South,3911.0,0,12.65,55.58,Critical,1,0.0442,0.9555,18.36,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,51.6,Elevated,27.34,Medium
Karnataka,Bidar,137300.0,0,3.83,-8.06,Good,0,0.6806,0.3194,28.31,Optimal,Optimal: Maintain current allocation,0.002,65.48,Elevated,15.04,Medium
Karnataka,Bijapur,92956.0,0,1.29,-6.58,Good,0,0.6658,0.3342,28.18,Optimal,Optimal: Maintain current allocation,0.001,68.78,Elevated,15.33,Medium
Karnataka,Bijapur(KAR),14.0,0,25.01,-26.67,Excellent,0,0.8667,0.0667,0.07,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,-2.45,Low,0.02,Low
Karnataka,Chamarajanagar,3237.0,0,4.71,-5.23,Good,0,0.6523,0.3474,25.68,Optimal,Optimal: Maintain current allocation,0.0,50.88,Elevated,12.79,Low
Karnataka,Chamarajanagar *,120.0,0,6.38,7.11,Watch,0,0.5289,0.4628,6.66,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,14.84,Normal,5.62,Low
Karnataka,Chamrajanagar,48251.0,0,2.0,-7.85,Good,0,0.6785,0.3214,31.3,Optimal,Optimal: Maintain current allocation,0.001,42.5,Normal,13.64,Low
Karnataka,Chamrajnagar,4467.0,0,6.55,4.09,Watch,0,0.5591,0.4407,18.81,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,30.03,Normal,9.87,Low
Karnataka,Chickmagalur,34752.0,0,3.49,-9.06,Good,0,0.6906,0.3094,26.88,Optimal,Optimal: Maintain current allocation,0.0,29.33,Normal,11.0,Low
Karnataka,Chikkaballapur,85958.0,0,1.7,2.73,Watch,0,0.5727,0.4273,25.91,Optimal,Optimal: Maintain current allocation,0.002,41.12,Normal,12.7,Low
Karnataka,Chikkamagaluru,28421.0,0,9.75,-0.43,Good,0,0.6043,0.3956,31.47,Optimal,Optimal: Maintain current allocation,0.0,29.92,Normal,12.43,Low
Karnataka,Chikmagalur,2189.0,0,6.78,-6.48,Good,0,0.6648,0.3347,21.0,Optimal,Optimal: Maintain current allocation,0.0,44.04,Normal,10.7,Low
Karnataka,Chitradurga,120042.0,0,1.54,0.18,Watch,0,0.5982,0.4018,26.26,Optimal,Optimal: Maintain current allocation,0.001,49.1,Elevated,12.84,Low
Karnataka,Dakshina Kannada,145814.0,0,16.75,-0.23,Good,0,0.6023,0.3977,24.09,Optimal,Optimal: Maintain current allocation,0.0,52.66,Elevated,12.49,Low
Karnataka,Davanagere,10363.0,0,6.93,-8.66,Good,0,0.6866,0.3133,20.94,Optimal,Optimal: Maintain current allocation,0.0,31.23,Normal,9.41,Low
Karnataka,Davangere,135268.0,0,4.93,-14.5,Good,0,0.745,0.255,29.23,Optimal,Optimal: Maintain current allocation,0.001,50.09,Elevated,13.78,Low
Karnataka,Dharwad,161868.0,0,10.95,-5.39,Good,0,0.6539,0.3461,34.54,Optimal,Optimal: Maintain current allocation,0.001,51.9,Elevated,15.55,Medium
Karnataka,Gadag,75217.0,0,4.69,-1.36,Good,0,0.6136,0.3864,24.97,Optimal,Optimal: Maintain current allocation,0.001,47.45,Elevated,12.24,Low
Karnataka,Gadag *,2345.0,0,5.12,-2.66,Good,0,0.6266,0.373,17.07,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,42.05,Normal,9.33,Low
Karnataka,Gulbarga,96423.0,0,4.67,-14.67,Good,0,0.7467,0.2533,29.47,Optimal,Optimal: Maintain current allocation,0.001,65.69,Elevated,15.41,Medium
Karnataka,Hasan,19499.0,0,7.58,4.96,Watch,0,0.5504,0.4495,19.02,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,27.05,Normal,9.9,Low
Karnataka,Hassan,95072.0,0,10.45,1.49,Watch,0,0.5851,0.4149,29.64,Optimal,Optimal: Maintain current allocation,0.0,40.48,Normal,13.39,Low
Karnataka,Haveri,142123.0,0,7.99,0.99,Watch,0,0.5901,0.4099,30.43,Optimal,Optimal: Maintain current allocation,0.001,45.67,Normal,13.99,Low
Karnataka,Haveri *,2700.0,0,5.39,-3.61,Good,0,0.6361,0.3636,18.6,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,50.44,Elevated,10.62,Low
Karnataka,Kalaburagi,121299.0,0,12.18,-6.49,Good,0,0.6649,0.3351,32.65,Optimal,Optimal: Maintain current allocation,0.001,56.71,Elevated,15.47,Medium
Karnataka,Kodagu,30291.0,0,1.63,-1.38,Good,0,0.6138,0.3862,24.18,Optimal,Optimal: Maintain current allocation,0.0,29.41,Normal,10.2,Low
Karnataka,Kolar,125925.0,0,8.64,-1.94,Good,0,0.6194,0.3806,36.76,Optimal,Optimal: Maintain current allocation,0.001,52.85,Elevated,16.31,Medium
Karnataka,Koppal,114075.0,0,2.66,-1.46,Good,0,0.6146,0.3854,25.54,Optimal,Optimal: Maintain current allocation,0.001,42.61,Normal,11.92,Low
Karnataka,Mandya,116799.0,0,2.59,-5.15,Good,0,0.6515,0.3485,24.07,Optimal,Optimal: Maintain current allocation,0.001,45.28,Normal,11.75,Low
Karnataka,Mysore,81497.0,0,7.6,-13.4,Good,0,0.734,0.266,28.74,Optimal,Optimal: Maintain current allocation,0.0,38.58,Normal,12.48,Low
Karnataka,Mysuru,100774.0,0,13.59,-2.55,Good,0,0.6255,0.3745,33.54,Optimal,Optimal: Maintain current allocation,0.0,45.59,Normal,14.62,Low
Karnataka,Raichur,178760.0,0,7.18,-12.49,Good,0,0.7249,0.2751,29.69,Optimal,Optimal: Maintain current allocation,0.002,71.16,Elevated,16.02,Medium
Karnataka,Ramanagar,84091.0,0,4.16,2.04,Watch,0,0.5796,0.4204,29.6,Optimal,Optimal: Maintain current allocation,0.002,40.3,Normal,13.52,Low
Karnataka,Shimoga,45329.0,0,3.99,-5.02,Good,0,0.6502,0.3498,26.34,Optimal,Optimal: Maintain current allocation,0.0,30.28,Normal,10.93,Low
Karnataka,Shivamogga,63360.0,0,9.37,-0.27,Good,0,0.6027,0.3972,28.5,Optimal,Optimal: Maintain current allocation,0.0,37.31,Normal,12.28,Low
Karnataka,Tumakuru,78310.0,0,8.26,-2.97,Good,0,0.6297,0.3703,24.33,Optimal,Optimal: Maintain current allocation,0.0,46.2,Normal,11.92,Low
Karnataka,Tumkur,99435.0,0,6.26,-13.09,Good,0,0.7309,0.2691,25.77,Optimal,Optimal: Maintain current allocation,0.0,56.4,Elevated,13.37,Low
Karnataka,Udupi,66315.0,0,10.43,2.31,Watch,0,0.5769,0.4231,20.19,Optimal,Optimal: Maintain current allocation,0.0,33.29,Normal,10.08,Low
Karnataka,Udupi *,4.0,0,13.71,0.0,Good,0,0.6,0.2,0.07,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,-0.38,Low,0.02,Low
Karnataka,Uttara Kannada,79957.0,0,11.23,-1.1,Good,0,0.611,0.389,29.88,Optimal,Optimal: Maintain current allocation,0.0,46.63,Normal,13.63,Low
Karnataka,Vijayanagara,36572.0,0,8.85,1.28,Watch,0,0.5872,0.4128,24.84,Optimal,Optimal: Maintain current allocation,0.0,42.33,Normal,12.07,Low
Karnataka,Vijayapura,91994.0,0,12.1,-4.66,Good,0,0.6466,0.3534,28.56,Optimal,Optimal: Maintain current allocation,0.0,62.54,Elevated,14.82,Low
Karnataka,Yadgir,105215.0,0,3.62,-7.89,Good,0,0.6789,0.3211,25.94,Optimal,Optimal: Maintain current allocation,0.002,60.87,Elevated,13.87,Low
Karnataka,yadgir,6852.0,0,5.17,-8.8,Good,0,0.688,0.3118,22.05,Optimal,Optimal: Maintain current allocation,0.0,52.08,Elevated,11.82,Low
Kerala,Alappuzha,132984.0,0,23.92,-11.44,Good,0,0.7144,0.2856,23.67,Optimal,Optimal: Maintain current allocation,0.0,73.0,Elevated,14.4,Low
Kerala,Ernakulam,230425.0,0,30.68,-10.59,Good,0,0.7059,0.2941,26.37,Optimal,Optimal: Maintain current allocation,0.0,83.29,Elevated,16.24,Medium
Kerala,Idukki,67457.0,0,9.33,-16.56,Good,0,0.7656,0.2344,26.31,Optimal,Optimal: Maintain current allocation,0.0,60.55,Elevated,13.95,Low
Kerala,Kannur,188788.0,0,17.02,-8.73,Good,0,0.6873,0.3127,25.65,Optimal,Optimal: Maintain current allocation,0.0,63.34,Elevated,14.03,Low
Kerala,Kasaragod,108083.0,0,3.71,-13.08,Good,0,0.7308,0.2691,25.93,Optimal,Optimal: Maintain current allocation,0.001,53.73,Elevated,13.15,Low
Kerala,Kasargod,4308.0,0,9.25,4.7,Watch,0,0.553,0.4467,18.93,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,51.13,Elevated,12.2,Low
Kerala,Kollam,192532.0,0,22.33,-11.61,Good,0,0.7161,0.2839,25.35,Optimal,Optimal: Maintain current allocation,0.0,72.08,Elevated,14.81,Low
Kerala,Kottayam,115351.0,0,26.51,-13.13,Good,0,0.7313,0.2687,21.48,Optimal,Optimal: Maintain current allocation,0.0,60.7,Elevated,12.51,Low
Kerala,Kozhikode,262333.0,0,15.77,-4.84,Good,0,0.6484,0.3516,27.21,Optimal,Optimal: Maintain current allocation,0.0,91.14,Elevated,17.28,Medium
Kerala,Malappuram,405429.0,0,28.08,-1.47,Good,0,0.6147,0.3853,26.94,Optimal,Optimal: Maintain current allocation,0.0,131.61,Critical,18.08,Medium
Kerala,Palakkad,225014.0,0,36.96,-17.31,Good,0,0.7731,0.2269,27.39,Optimal,Optimal: Maintain current allocation,0.0,81.29,Elevated,16.35,Medium
Kerala,Pathanamthitta,85398.0,0,24.17,-14.8,Good,0,0.748,0.252,23.16,Optimal,Optimal: Maintain current allocation,0.0,52.11,Elevated,12.16,Low
Kerala,Thiruvananthapuram,229015.0,0,27.11,-10.98,Good,0,0.7098,0.2902,24.6,Optimal,Optimal: Maintain current allocation,0.0,72.43,Elevated,14.62,Low
Kerala,Thrissur,218349.0,0,35.68,-12.21,Good,0,0.7221,0.2779,22.83,Optimal,Optimal: Maintain current allocation,0.0,58.25,Elevated,12.67,Low
Kerala,Wayanad,60395.0,0,2.0,-9.38,Good,0,0.6938,0.3061,29.02,Optimal,Optimal: Maintain current allocation,0.001,39.45,Normal,12.65,Low
Ladakh,Kargil,5850.0,0,8.9,3.48,Watch,0,0.5652,0.4346,18.58,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,50.94,Elevated,11.71,Low
Ladakh,Leh,6603.0,0,3.24,11.39,Watch,0,0.4861,0.5138,24.53,Optimal,Optimal: Maintain current allocation,0.002,40.84,Normal,14.86,Low
Lakshadweep,Lakshadweep,6284.0,0,15.79,-20.83,Excellent,0,0.8083,0.1916,18.46,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,50.59,Elevated,10.6,Low
Madanapalle,Kadiri Road,2.0,0,10.37,60.0,Critical,1,0.0,0.6667,0.14,Under-utilized,Consider: Reallocate resources to high-load areas,0.002,-0.37,Low,18.04,Medium
Madhya Pradesh,Agar Malwa,29419.0,0,6.54,-5.32,Good,0,0.6532,0.3467,23.42,Optimal,Optimal: Maintain current allocation,0.008,57.62,Elevated,12.79,Low
Madhya Pradesh,Alirajpur,89501.0,0,15.94,-15.29,Good,0,0.7529,0.2471,29.72,Optimal,Optimal: Maintain current allocation,0.008,63.81,Elevated,15.3,Medium
Madhya Pradesh,Anuppur,108588.0,0,15.18,-15.39,Good,0,0.7539,0.2461,36.17,Optimal,Optimal: Maintain current allocation,0.002,68.75,Elevated,17.73,Medium
Madhya Pradesh,Ashok Nagar,146334.0,0,35.06,-8.8,Good,0,0.688,0.312,28.67,Optimal,Optimal: Maintain current allocation,0.008,71.68,Elevated,15.77,Medium
Madhya Pradesh,Balaghat,242326.0,0,12.5,-6.93,Good,0,0.6693,0.3307,27.34,Optimal,Optimal: Maintain current allocation,0.004,93.61,Critical,17.56,Medium
Madhya Pradesh,Barwani,271797.0,1,74.44,-9.25,Good,0,0.6925,0.3075,36.75,Optimal,Optimal: Maintain current allocation,0.012,78.0,Elevated,48.82,High
Madhya Pradesh,Betul,233755.0,0,19.58,-18.84,Good,0,0.7884,0.2116,32.88,Optimal,Optimal: Maintain current allocation,0.003,88.17,Elevated,18.68,Medium
Madhya Pradesh,Bhind,153862.0,0,10.73,-1.43,Good,0,0.6143,0.3857,31.17,Optimal,Optimal: Maintain current allocation,0.003,67.9,Elevated,16.14,Medium
