state,district,total_volume,daily_avg,daily_std,peak_day,num_pincodes,estimated_daily_capacity,load_ratio,peak_load_ratio,volatility_cv,DLI,load_status,recommendation
Jammu and Kashmir,Udhampur,10559.0,17.62771285475793,19.590710888618187,112.0,20,10000,0.002,0.011,1.052,31.97,Optimal,Optimal: Maintain current allocation
Jharkhand,Bokaro,27297.0,21.97826086956522,33.07881844456575,266.0,48,24000,0.001,0.011,1.44,43.57,Moderate,Monitor: Review weekly
Jharkhand,Bokaro *,1.0,1.0,,1.0,1,500,0.002,0.002,,,,Consider: Reallocate resources to high-load areas
Jharkhand,Chatra,19241.0,76.964,61.54981904847163,277.0,10,5000,0.015,0.055,0.789,25.92,Optimal,Optimal: Maintain current allocation
Jharkhand,Deoghar,21407.0,37.10051993067591,45.540964653098406,267.0,30,15000,0.002,0.018,1.195,36.47,Optimal,Optimal: Maintain current allocation
Jharkhand,Dhanbad,32300.0,19.46955997588909,25.606764749812136,233.0,55,27500,0.001,0.008,1.251,37.81,Optimal,Optimal: Maintain current allocation
Jharkhand,Dumka,18124.0,25.744318181818183,20.760710008247646,110.0,28,14000,0.002,0.008,0.776,23.6,Optimal,Optimal: Maintain current allocation
Jharkhand,East Singhbhum,28068.0,29.60759493670886,29.412157356001057,164.0,33,16500,0.002,0.01,0.961,29.21,Optimal,Optimal: Maintain current allocation
Jharkhand,Garhwa,23791.0,64.82561307901908,72.3886527509373,363.0,13,6500,0.01,0.056,1.1,35.08,Optimal,Optimal: Maintain current allocation
Jharkhand,Garhwa *,1565.0,14.357798165137615,16.323422693797,65.0,8,4000,0.004,0.016,1.063,32.53,Optimal,Optimal: Maintain current allocation
Jharkhand,Giridih,34305.0,50.897626112759646,40.26059127496115,220.0,21,10500,0.005,0.021,0.776,24.11,Optimal,Optimal: Maintain current allocation
Jharkhand,Godda,20166.0,48.59277108433735,43.74526001412621,213.0,13,6500,0.007,0.033,0.882,27.73,Optimal,Optimal: Maintain current allocation
Jharkhand,Gumla,29405.0,47.27491961414791,53.43893513760233,315.0,25,12500,0.004,0.025,1.107,34.12,Optimal,Optimal: Maintain current allocation
Jharkhand,Hazaribag,3186.0,9.102857142857143,13.896495934702426,73.0,21,10500,0.001,0.007,1.376,41.53,Moderate,Monitor: Review weekly
Jharkhand,Hazaribagh,24433.0,29.261077844311377,35.44477727743441,268.0,32,16000,0.002,0.017,1.171,35.72,Optimal,Optimal: Maintain current allocation
Jharkhand,Jamtara,11106.0,50.481818181818184,43.749229726955775,225.0,6,3000,0.017,0.075,0.85,28.43,Optimal,Optimal: Maintain current allocation
Jharkhand,Khunti,8944.0,30.318644067796612,31.60696381211744,155.0,13,6500,0.005,0.024,1.009,31.19,Optimal,Optimal: Maintain current allocation
Jharkhand,Kodarma,1668.0,12.0,10.193063853652529,49.0,8,4000,0.003,0.012,0.784,24.0,Optimal,Optimal: Maintain current allocation
Jharkhand,Koderma,9241.0,33.003571428571426,28.21696510639773,172.0,9,4500,0.007,0.038,0.83,26.32,Optimal,Optimal: Maintain current allocation
Jharkhand,Latehar,14715.0,45.13803680981595,35.401555304536814,188.0,12,6000,0.008,0.031,0.767,24.26,Optimal,Optimal: Maintain current allocation
Jharkhand,Lohardaga,8644.0,32.74242424242424,56.300878463605734,260.0,14,7000,0.005,0.037,1.669,51.38,Moderate,Monitor: Review weekly
Jharkhand,Pakaur,841.0,9.44943820224719,8.018460569714703,31.0,6,3000,0.003,0.01,0.767,23.43,Optimal,Optimal: Maintain current allocation
Jharkhand,Pakur,8042.0,33.09465020576132,32.99378998952689,153.0,9,4500,0.007,0.034,0.968,30.34,Optimal,Optimal: Maintain current allocation
Jharkhand,Palamau,1103.0,8.170370370370371,13.570457784786322,55.0,12,6000,0.001,0.009,1.48,44.71,Moderate,Monitor: Review weekly
Jharkhand,Palamu,34290.0,58.81646655231561,56.44291831005763,260.0,20,10000,0.006,0.026,0.944,29.34,Optimal,Optimal: Maintain current allocation
Jharkhand,Pashchimi Singhbhum,3895.0,20.181347150259068,34.84509267590489,147.0,24,12000,0.002,0.012,1.645,49.79,Moderate,Monitor: Review weekly
Jharkhand,Purbi Singhbhum,3752.0,6.652482269503546,7.116623838421503,47.0,26,13000,0.001,0.004,0.93,28.06,Optimal,Optimal: Maintain current allocation
Jharkhand,Ramgarh,12270.0,15.914396887159533,19.21100706523366,120.0,26,13000,0.001,0.009,1.136,34.39,Optimal,Optimal: Maintain current allocation
Jharkhand,Ranchi,38173.0,33.13628472222222,33.12642768817974,200.0,41,20500,0.002,0.01,0.97,29.48,Optimal,Optimal: Maintain current allocation
Jharkhand,Sahebganj,19080.0,45.975903614457835,46.139197055412914,237.0,13,6500,0.007,0.036,0.982,30.82,Optimal,Optimal: Maintain current allocation
Jharkhand,Sahibganj,995.0,9.212962962962964,12.25206518996598,44.0,8,4000,0.002,0.011,1.2,36.41,Optimal,Optimal: Maintain current allocation
Jharkhand,Seraikela-Kharsawan,14220.0,26.880907372400756,23.212926501216376,108.0,18,9000,0.003,0.012,0.833,25.47,Optimal,Optimal: Maintain current allocation
Jharkhand,Seraikela-kharsawan,3755.0,8.9618138424821,8.453558609333394,53.0,16,8000,0.001,0.007,0.849,25.72,Optimal,Optimal: Maintain current allocation
Jharkhand,Simdega,12011.0,48.431451612903224,43.699138610425656,176.0,10,5000,0.01,0.035,0.884,27.97,Optimal,Optimal: Maintain current allocation
Jharkhand,West Singhbhum,27134.0,41.2370820668693,54.98713029443897,362.0,29,14500,0.003,0.025,1.302,39.93,Optimal,Optimal: Maintain current allocation
Karnataka,Bagalkot,20744.0,16.48966613672496,14.91435015749423,91.0,38,19000,0.001,0.005,0.853,25.78,Optimal,Optimal: Maintain current allocation
Karnataka,Bagalkot *,732.0,2.8153846153846156,2.0164750596453374,10.0,22,11000,0.0,0.001,0.529,15.9,Under-utilized,Consider: Reallocate resources to high-load areas
Karnataka,Ballari,10094.0,8.418682235195996,11.83010722661739,92.0,47,23500,0.0,0.004,1.256,37.8,Optimal,Optimal: Maintain current allocation
Karnataka,Bangalore,41553.0,11.889270386266094,11.675886084878247,108.0,116,58000,0.0,0.002,0.906,27.24,Optimal,Optimal: Maintain current allocation
Karnataka,Bangalore Rural,14304.0,24.08080808080808,28.76004469186572,252.0,29,14500,0.002,0.017,1.147,35.0,Optimal,Optimal: Maintain current allocation
Karnataka,Belagavi,27011.0,8.135843373493977,9.567598331044762,116.0,110,55000,0.0,0.002,1.047,31.47,Optimal,Optimal: Maintain current allocation
Karnataka,Belgaum,33234.0,9.847111111111111,9.347520732530617,124.0,107,53500,0.0,0.002,0.862,25.92,Optimal,Optimal: Maintain current allocation
Karnataka,Bellary,16993.0,12.146533238027162,12.619924316779146,122.0,46,23000,0.001,0.005,0.96,28.99,Optimal,Optimal: Maintain current allocation
Karnataka,Bengaluru,98276.0,24.68625973373524,25.840704219791185,191.0,127,63500,0.0,0.003,1.006,30.27,Optimal,Optimal: Maintain current allocation
Karnataka,Bengaluru Rural,28.0,2.0,1.4142135623730951,5.0,1,500,0.004,0.01,0.471,14.59,Under-utilized,Consider: Reallocate resources to high-load areas
Karnataka,Bengaluru South,1548.0,3.7756097560975608,2.914157373404977,16.0,18,9000,0.0,0.002,0.61,18.36,Under-utilized,Consider: Reallocate resources to high-load areas
Karnataka,Bidar,23193.0,26.78175519630485,25.69558905337874,196.0,25,12500,0.002,0.016,0.925,28.31,Optimal,Optimal: Maintain current allocation
Karnataka,Bijapur,16943.0,11.295333333333334,11.479254930150729,101.0,45,22500,0.001,0.004,0.934,28.18,Optimal,Optimal: Maintain current allocation
Karnataka,Bijapur(KAR),3.0,1.0,0.0,1.0,3,1500,0.001,0.001,0.0,0.07,Under-utilized,Consider: Reallocate resources to high-load areas
Karnataka,Chamarajanagar,923.0,3.1937716262975777,3.5829209011329666,23.0,19,9500,0.0,0.002,0.854,25.68,Optimal,Optimal: Maintain current allocation
Karnataka,Chamarajanagar *,39.0,1.21875,0.49084357931507944,3.0,8,4000,0.0,0.001,0.221,6.66,Under-utilized,Consider: Reallocate resources to high-load areas
Karnataka,Chamrajanagar,9536.0,13.430985915492958,14.892947484671506,108.0,22,11000,0.001,0.01,1.032,31.3,Optimal,Optimal: Maintain current allocation
Karnataka,Chamrajnagar,1391.0,3.2806603773584904,2.6779907675439154,14.0,21,10500,0.0,0.001,0.626,18.81,Under-utilized,Consider: Reallocate resources to high-load areas
Karnataka,Chickmagalur,6162.0,5.054963084495488,5.410969023612889,37.0,47,23500,0.0,0.002,0.894,26.88,Optimal,Optimal: Maintain current allocation
Karnataka,Chikkaballapur,14647.0,20.286703601108034,18.153592368648713,97.0,25,12500,0.002,0.008,0.853,25.91,Optimal,Optimal: Maintain current allocation
Karnataka,Chikkamagaluru,4913.0,4.3210202286719435,5.569963746858306,43.0,45,22500,0.0,0.002,1.047,31.47,Optimal,Optimal: Maintain current allocation
Karnataka,Chikmagalur,491.0,2.517948717948718,2.460708953545224,13.0,21,10500,0.0,0.001,0.699,21.0,Optimal,Optimal: Maintain current allocation
Karnataka,Chitradurga,20830.0,15.912910618792973,14.698084706680554,100.0,39,19500,0.001,0.005,0.869,26.26,Optimal,Optimal: Maintain current allocation
Karnataka,Dakshina Kannada,25116.0,7.9758653540806606,7.195097639387142,67.0,102,51000,0.0,0.001,0.802,24.09,Optimal,Optimal: Maintain current allocation
Karnataka,Davanagere,2022.0,2.831932773109244,2.6712935372913664,19.0,35,17500,0.0,0.001,0.697,20.94,Optimal,Optimal: Maintain current allocation
Karnataka,Davangere,17585.0,12.135955831608005,12.732159457929209,81.0,45,22500,0.001,0.004,0.969,29.23,Optimal,Optimal: Maintain current allocation
Karnataka,Dharwad,21433.0,15.701831501831501,19.055283929050983,180.0,40,20000,0.001,0.009,1.141,34.54,Optimal,Optimal: Maintain current allocation
Karnataka,Gadag,11775.0,15.03831417624521,13.25188065477422,62.0,24,12000,0.001,0.005,0.826,24.97,Optimal,Optimal: Maintain current allocation
Karnataka,Gadag *,473.0,2.718390804597701,2.111352673592193,9.0,13,6500,0.0,0.001,0.568,17.07,Under-utilized,Consider: Reallocate resources to high-load areas
Karnataka,Gulbarga,20210.0,14.093444909344491,14.754409098475719,86.0,52,26000,0.001,0.003,0.978,29.47,Optimal,Optimal: Maintain current allocation
Karnataka,Hasan,4887.0,3.660674157303371,2.949764988638881,25.0,49,24500,0.0,0.001,0.633,19.02,Under-utilized,Consider: Reallocate resources to high-load areas
Karnataka,Hassan,14394.0,8.665863937387115,9.521363249222482,85.0,49,24500,0.0,0.003,0.985,29.64,Optimal,Optimal: Maintain current allocation
Karnataka,Haveri,16980.0,16.795252225519288,17.871173126615602,124.0,29,14500,0.001,0.009,1.004,30.43,Optimal,Optimal: Maintain current allocation
Karnataka,Haveri *,601.0,3.2311827956989245,2.6129191915442482,11.0,14,7000,0.0,0.002,0.618,18.6,Under-utilized,Consider: Reallocate resources to high-load areas
Karnataka,Kalaburagi,18568.0,14.098709187547456,16.317917870282667,136.0,42,21000,0.001,0.006,1.081,32.65,Optimal,Optimal: Maintain current allocation
Karnataka,Kodagu,5211.0,6.362637362637362,5.915593820448548,37.0,26,13000,0.0,0.003,0.803,24.18,Optimal,Optimal: Maintain current allocation
Karnataka,Kolar,19204.0,19.656090071647903,25.061204716213165,172.0,32,16000,0.001,0.011,1.213,36.76,Optimal,Optimal: Maintain current allocation
Karnataka,Koppal,16615.0,19.29732868757259,17.115336650786205,99.0,28,14000,0.001,0.007,0.843,25.54,Optimal,Optimal: Maintain current allocation
Karnataka,Mandya,18472.0,12.774550484094053,10.977690602957724,77.0,43,21500,0.001,0.004,0.797,24.07,Optimal,Optimal: Maintain current allocation
Karnataka,Mysore,14797.0,7.603802672147996,8.225908404535511,72.0,65,32500,0.0,0.002,0.956,28.74,Optimal,Optimal: Maintain current allocation
Karnataka,Mysuru,16312.0,7.633130556855405,9.628598708445793,117.0,73,36500,0.0,0.003,1.115,33.54,Optimal,Optimal: Maintain current allocation
Karnataka,Raichur,29378.0,27.201851851851853,27.491442704255263,176.0,30,15000,0.002,0.012,0.975,29.69,Optimal,Optimal: Maintain current allocation
Karnataka,Ramanagar,12709.0,19.703875968992246,20.17510458961696,103.0,20,10000,0.002,0.01,0.974,29.6,Optimal,Optimal: Maintain current allocation
Karnataka,Shimoga,8192.0,5.486939048894842,5.688931171697307,37.0,55,27500,0.0,0.001,0.877,26.34,Optimal,Optimal: Maintain current allocation
Karnataka,Shivamogga,9707.0,6.441274054412741,7.057887789488739,46.0,57,28500,0.0,0.002,0.948,28.5,Optimal,Optimal: Maintain current allocation
Karnataka,Tumakuru,13626.0,6.888776541961577,6.38502970782982,51.0,61,30500,0.0,0.002,0.809,24.33,Optimal,Optimal: Maintain current allocation
Karnataka,Tumkur,18032.0,9.061306532663316,8.612095292132562,83.0,60,30000,0.0,0.003,0.856,25.77,Optimal,Optimal: Maintain current allocation
Karnataka,Udupi,11859.0,5.363636363636363,4.2792584232819,42.0,71,35500,0.0,0.001,0.672,20.19,Optimal,Optimal: Maintain current allocation
Karnataka,Udupi *,2.0,1.0,0.0,1.0,2,1000,0.001,0.001,0.0,0.07,Under-utilized,Consider: Reallocate resources to high-load areas
Karnataka,Uttara Kannada,14436.0,6.249350649350649,7.206307509358352,65.0,76,38000,0.0,0.002,0.994,29.88,Optimal,Optimal: Maintain current allocation
Karnataka,Vijayanagara,5019.0,6.250311332503113,5.9917532084883165,34.0,39,19500,0.0,0.002,0.826,24.84,Optimal,Optimal: Maintain current allocation
Karnataka,Vijayapura,16370.0,11.016150740242262,11.383123321553402,103.0,45,22500,0.0,0.005,0.947,28.56,Optimal,Optimal: Maintain current allocation
Karnataka,Yadgir,15971.0,19.453105968331304,17.451096987665366,101.0,23,11500,0.002,0.009,0.853,25.94,Optimal,Optimal: Maintain current allocation
Karnataka,yadgir,1752.0,4.046189376443418,3.697808476499068,19.0,20,10000,0.0,0.002,0.733,22.05,Optimal,Optimal: Maintain current allocation
Kerala,Alappuzha,25599.0,6.9,6.224519913466496,62.0,116,58000,0.0,0.001,0.788,23.67,Optimal,Optimal: Maintain current allocation
Kerala,Ernakulam,41548.0,9.359765712998422,9.094472544349314,94.0,138,69000,0.0,0.001,0.878,26.37,Optimal,Optimal: Maintain current allocation
Kerala,Idukki,12610.0,7.461538461538462,7.396333080873312,75.0,57,28500,0.0,0.003,0.874,26.31,Optimal,Optimal: Maintain current allocation
Kerala,Kannur,34361.0,10.38410395889997,9.705624901904498,93.0,101,50500,0.0,0.002,0.853,25.65,Optimal,Optimal: Maintain current allocation
Kerala,Kasaragod,18816.0,17.294117647058822,15.68485292185612,96.0,31,15500,0.001,0.006,0.857,25.93,Optimal,Optimal: Maintain current allocation
Kerala,Kasargod,1305.0,2.679671457905544,2.3174187194953846,16.0,26,13000,0.0,0.001,0.63,18.93,Under-utilized,Consider: Reallocate resources to high-load areas
Kerala,Kollam,34524.0,9.078096239810677,8.500484335255438,87.0,115,57500,0.0,0.002,0.843,25.35,Optimal,Optimal: Maintain current allocation
Kerala,Kottayam,21993.0,5.761854859837569,4.834486038743208,41.0,123,61500,0.0,0.001,0.715,21.48,Optimal,Optimal: Maintain current allocation
Kerala,Kozhikode,54820.0,17.051321928460343,16.326081117881383,129.0,91,45500,0.0,0.003,0.904,27.21,Optimal,Optimal: Maintain current allocation
Kerala,Malappuram,87586.0,24.181667586968526,22.542141717179376,167.0,100,50000,0.0,0.003,0.895,26.94,Optimal,Optimal: Maintain current allocation
Kerala,Palakkad,36803.0,8.074374725756911,8.272219889083217,75.0,138,69000,0.0,0.001,0.912,27.39,Optimal,Optimal: Maintain current allocation
Kerala,Pathanamthitta,14868.0,4.538461538461538,4.267403660169218,38.0,112,56000,0.0,0.001,0.771,23.16,Optimal,Optimal: Maintain current allocation
Kerala,Thiruvananthapuram,39499.0,9.069804822043627,8.24485724279614,62.0,131,65500,0.0,0.001,0.819,24.6,Optimal,Optimal: Maintain current allocation
Kerala,Thrissur,35552.0,6.5221060355898,5.715295528373336,59.0,169,84500,0.0,0.001,0.76,22.83,Optimal,Optimal: Maintain current allocation
Kerala,Wayanad,8973.0,13.293333333333333,13.689212543435332,82.0,20,10000,0.001,0.008,0.958,29.02,Optimal,Optimal: Maintain current allocation
Ladakh,Kargil,1149.0,5.199095022624435,3.7930797147895343,21.0,7,3500,0.001,0.006,0.612,18.58,Under-utilized,Consider: Reallocate resources to high-load areas
Ladakh,Leh,1380.0,7.150259067357513,6.58385117440402,27.0,8,4000,0.002,0.007,0.808,24.53,Optimal,Optimal: Maintain current allocation
Lakshadweep,Lakshadweep,1041.0,4.19758064516129,3.169514802385194,19.0,9,4500,0.001,0.004,0.61,18.46,Under-utilized,Consider: Reallocate resources to high-load areas
Madanapalle,Kadiri Road,2.0,1.0,0.0,1.0,1,500,0.002,0.002,0.0,0.14,Under-utilized,Consider: Reallocate resources to high-load areas
Madhya Pradesh,Agar Malwa,5651.0,24.463203463203463,18.76715878399392,99.0,6,3000,0.008,0.033,0.737,23.42,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Alirajpur,12057.0,42.90747330960854,41.69307900368262,165.0,11,5500,0.008,0.03,0.95,29.72,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Anuppur,13598.0,27.033797216699803,33.16584024351558,217.0,22,11000,0.002,0.02,1.183,36.17,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Ashok Nagar,13655.0,44.91776315789474,42.071169627096225,162.0,11,5500,0.008,0.029,0.916,28.67,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Balaghat,36771.0,48.382894736842104,43.796414530567525,241.0,25,12500,0.004,0.019,0.887,27.34,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Barwani,21840.0,65.19402985074628,75.96182440308954,333.0,11,5500,0.012,0.061,1.148,36.75,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Betul,30363.0,39.69019607843137,43.674869319095166,224.0,23,11500,0.003,0.019,1.073,32.88,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Bhind,24496.0,32.74866310160428,34.16125921873747,241.0,21,10500,0.003,0.023,1.012,31.17,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Bhopal,43059.0,37.83743409490334,49.38161955054708,383.0,41,20500,0.002,0.019,1.271,38.78,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Burhanpur,12004.0,65.59562841530055,94.31470806087684,399.0,7,3500,0.019,0.114,1.416,46.66,Moderate,Monitor: Review weekly
Madhya Pradesh,Chhatarpur,34458.0,46.314516129032256,35.43356536975444,188.0,23,11500,0.004,0.016,0.749,23.11,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Chhindwara,37922.0,41.67252747252747,47.584334411585886,296.0,27,13500,0.003,0.022,1.115,34.23,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Damoh,20629.0,43.42947368421053,41.406811323549285,216.0,16,8000,0.005,0.027,0.932,28.97,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Datia,14381.0,42.29705882352941,50.256128555636465,262.0,10,5000,0.008,0.052,1.161,36.71,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Dewas,25582.0,46.093693693693695,69.99957617107286,441.0,18,9000,0.005,0.049,1.486,46.25,Moderate,Monitor: Review weekly
Madhya Pradesh,Dhar,28780.0,42.07602339181287,43.1912910596811,229.0,25,12500,0.003,0.018,1.003,30.75,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Dindori,11809.0,37.84935897435897,33.9491732763443,166.0,14,7000,0.005,0.024,0.874,27.14,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,East Nimar,8330.0,14.070945945945946,16.95585091707126,91.0,19,9500,0.001,0.01,1.125,34.09,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Guna,20123.0,33.877104377104374,46.020635239247056,339.0,21,10500,0.003,0.032,1.32,40.68,Moderate,Monitor: Review weekly
Madhya Pradesh,Gwalior,33426.0,47.75142857142857,57.9681076118773,365.0,21,10500,0.005,0.035,1.189,36.92,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Harda,5383.0,46.4051724137931,31.165749999213773,146.0,3,1500,0.031,0.097,0.657,23.86,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Harda *,1769.0,9.359788359788359,9.093349917435688,41.0,7,3500,0.003,0.012,0.878,26.82,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Hoshangabad,15352.0,27.028169014084508,32.047791398195415,155.0,22,11000,0.002,0.014,1.143,34.79,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Indore,68100.0,62.248628884826324,71.49039675330177,429.0,32,16000,0.004,0.027,1.13,34.87,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Jabalpur,42503.0,46.198913043478264,67.50142543864709,542.0,30,15000,0.003,0.036,1.43,44.1,Moderate,Monitor: Review weekly
Madhya Pradesh,Jhabua,18004.0,49.73480662983425,57.542000592905815,291.0,18,9000,0.006,0.032,1.134,35.22,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Katni,34896.0,68.82840236686391,79.53133559741674,559.0,15,7500,0.009,0.075,1.139,36.78,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Khandwa,10127.0,17.164406779661018,18.910523500243585,123.0,18,9000,0.002,0.014,1.041,31.73,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Khargone,26299.0,37.198019801980195,33.936039598171625,184.0,21,10500,0.004,0.018,0.888,27.34,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Maihar,1753.0,7.012,6.084731038199546,27.0,8,4000,0.002,0.007,0.759,23.06,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Mandla,14590.0,26.053571428571427,22.25403795873794,126.0,20,10000,0.003,0.013,0.823,25.2,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Mandsaur,18220.0,27.316341829085456,21.12980943259432,97.0,21,10500,0.003,0.009,0.746,22.77,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Mauganj,1381.0,5.211320754716981,5.23108643538357,28.0,9,4500,0.001,0.006,0.842,25.48,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Morena,31152.0,70.96127562642369,68.07731874897412,380.0,14,7000,0.01,0.054,0.946,30.4,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Narmadapuram,2714.0,6.870886075949367,5.970403992374893,24.0,16,8000,0.001,0.003,0.759,22.9,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Narsimhapur,3189.0,6.60248447204969,6.695771412648658,31.0,15,7500,0.001,0.004,0.881,26.59,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Narsinghpur,14587.0,24.392976588628763,24.826791956075823,153.0,16,8000,0.003,0.019,0.978,30.03,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Neemuch,12440.0,23.831417624521073,34.34926079804745,215.0,15,7500,0.003,0.029,1.383,42.48,Moderate,Monitor: Review weekly
Madhya Pradesh,Niwari,772.0,3.5251141552511416,2.6183998476432433,13.0,8,4000,0.001,0.003,0.579,17.5,Under-utilized,Consider: Reallocate resources to high-load areas
Madhya Pradesh,Pandhurna,411.0,2.270718232044199,1.7759736087719986,9.0,9,4500,0.001,0.002,0.543,16.39,Under-utilized,Consider: Reallocate resources to high-load areas
Madhya Pradesh,Panna,16241.0,40.20049504950495,30.551943317064254,144.0,14,7000,0.006,0.021,0.742,23.13,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Raisen,21920.0,35.072,28.886874847610958,182.0,21,10500,0.003,0.017,0.801,24.66,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Rajgarh,25374.0,47.69548872180451,31.544386841274367,153.0,16,8000,0.006,0.019,0.648,20.25,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Ratlam,42896.0,86.48387096774194,134.58642877361686,948.0,15,7500,0.012,0.126,1.538,50.4,Moderate,Monitor: Review weekly
Madhya Pradesh,Rewa,37361.0,32.68678915135608,28.560101474764583,175.0,34,17000,0.002,0.01,0.848,25.82,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Sagar,38771.0,40.302494802494806,38.33402368002884,172.0,28,14000,0.003,0.012,0.928,28.32,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Satna,40116.0,41.27160493827161,38.397083762960314,232.0,26,13000,0.003,0.018,0.908,27.9,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Sehore,22558.0,33.668656716417914,39.03014131319943,265.0,19,9500,0.004,0.028,1.126,34.78,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Seoni,20077.0,34.08658743633277,27.94055229687367,177.0,17,8500,0.004,0.021,0.796,24.67,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Shahdol,24869.0,41.17384105960265,48.92263406504117,216.0,24,12000,0.003,0.018,1.16,35.46,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Shajapur,19194.0,25.833109017496636,27.454282152608783,160.0,23,11500,0.002,0.014,1.023,31.19,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Sheopur,12542.0,66.7127659574468,51.66213196277894,241.0,6,3000,0.022,0.08,0.763,26.17,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Shivpuri,31872.0,46.801762114537446,45.676487674756174,278.0,25,12500,0.004,0.022,0.956,29.5,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Sidhi,18746.0,50.257372654155496,52.69870976938684,244.0,16,8000,0.006,0.03,1.028,31.98,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Singrauli,18138.0,40.94356659142212,53.781054149585934,301.0,14,7000,0.006,0.043,1.282,39.99,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Tikamgarh,26691.0,43.05,39.45733365702103,237.0,19,9500,0.005,0.025,0.896,27.83,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Ujjain,40397.0,48.6710843373494,48.2938982730014,251.0,24,12000,0.004,0.021,0.972,29.95,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Umaria,12619.0,45.39208633093525,45.83679502651762,267.0,12,6000,0.008,0.044,0.988,31.28,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,Vidisha,24836.0,57.35796766743649,57.640197743068704,245.0,13,6500,0.009,0.038,0.988,31.14,Optimal,Optimal: Maintain current allocation
Madhya Pradesh,West Nimar,2316.0,4.804979253112033,7.066607376418935,42.0,21,10500,0.0,0.004,1.217,36.63,Optimal,Optimal: Maintain current allocation
Maharashtra,Ahilyanagar,2443.0,2.397448478900883,2.349190674089071,20.0,87,43500,0.0,0.0,0.691,20.73,Optimal,Optimal: Maintain current allocation
Maharashtra,Ahmadnagar,107408.0,32.312876052948255,34.69218327188427,347.0,94,47000,0.001,0.007,1.041,31.48,Optimal,Optimal: Maintain current allocation
Maharashtra,Ahmed Nagar,2638.0,3.3777208706786173,4.192724520103142,29.0,62,31000,0.0,0.001,0.958,28.77,Optimal,Optimal: Maintain current allocation
Maharashtra,Akola,32826.0,30.90960451977401,37.204776608420374,285.0,33,16500,0.002,0.017,1.166,35.57,Optimal,Optimal: Maintain current allocation
Maharashtra,Amravati,61924.0,40.68593955321945,40.0202437194954,269.0,43,21500,0.002,0.013,0.96,29.27,Optimal,Optimal: Maintain current allocation
Maharashtra,Aurangabad,75207.0,50.20493991989319,82.89407847038267,890.0,49,24500,0.002,0.036,1.619,49.73,Moderate,Monitor: Review weekly
Maharashtra,Beed,63590.0,65.22051282051282,82.70252715415266,683.0,28,14000,0.005,0.049,1.249,39.14,Optimal,Optimal: Maintain current allocation
Maharashtra,Bhandara,20964.0,29.4438202247191,25.720715539985914,151.0,22,11000,0.003,0.014,0.845,25.89,Optimal,Optimal: Maintain current allocation
