state,district,avg_demand,demand_std,peak_demand,avg_growth_rate,demand_z_score,surge_score,surge_level
Uttar Pradesh,Kannauj,893.8,423.04156476313455,1689.0,0.5404681490548017,0.3,53.1,Elevated
Odisha,Khorda,700.5,382.3497000174687,1241.0,0.6792811283181153,0.062,53.05,Elevated
Assam,Darrang,424.26666666666665,215.520210002543,945.0,0.7730059172926527,-0.278,53.02,Elevated
Assam,Sribhumi,87.86666666666666,44.61925773608902,218.0,1.5997012543164193,-0.692,53.0,Elevated
Andaman and Nicobar Islands,South Andaman,99.36666666666666,60.829599948421965,210.0,2.042115756794543,-0.678,52.89,Elevated
Jharkhand,Giridih,1178.6333333333334,643.2033240678672,2468.0,0.29299673183087094,0.65,52.87,Elevated
Telangana,Jayashankar Bhupalpally,115.73333333333333,54.77095463166923,259.0,0.9842412300173563,-0.658,52.86,Elevated
Andhra Pradesh,Warangal,564.9,329.3444219595377,1632.0,0.5570358665892634,-0.105,52.86,Elevated
Karnataka,Kolar,648.7,384.0434736526223,1480.0,0.6025224558739206,-0.002,52.85,Elevated
Maharashtra,Ahilyanagar,106.21739130434783,64.33220353032526,207.0,10.66993013307119,-0.67,52.84,Elevated
Nagaland,Kohima,61.6,55.754140096776986,200.0,1.2772331724156847,-0.724,52.71,Elevated
Arunachal Pradesh,Papum Pare,66.73333333333333,51.12454929121512,199.0,2.0353239483701726,-0.718,52.7,Elevated
Karnataka,Dakshina Kannada,849.7,470.1468699357094,1972.0,0.4453211985931501,0.245,52.66,Elevated
Assam,Sonitpur,592.8666666666667,279.3104481339386,1342.0,0.6399117907342763,-0.071,52.56,Elevated
Haryana,Mahendragarh,485.73333333333335,266.90821531436393,1092.0,0.7158553229150276,-0.203,52.46,Elevated
West Bengal,Koch Bihar,370.6,225.37946545387814,834.0,0.7945426058058681,-0.344,52.36,Elevated
Uttar Pradesh,Kanpur Dehat,817.8333333333334,435.5567252603732,1681.0,0.5289022623396985,0.206,52.36,Elevated
Madhya Pradesh,Maihar,59.06666666666667,42.018003804061905,174.0,1.1207288209211848,-0.728,52.31,Elevated
Haryana,Ambala,554.5,318.94564989384463,1167.0,0.6883550571223805,-0.118,52.28,Elevated
Nagaland,Tuensang,56.1,50.67091255651851,169.0,1.0470005733711552,-0.731,52.23,Elevated
Nagaland,Mokokchung,43.63333333333333,39.266975975988416,169.0,1.2475389569901931,-0.747,52.22,Elevated
Jharkhand,Garhwa *,52.36666666666667,38.03581192121113,168.0,1.259698313393989,-0.736,52.21,Elevated
Maharashtra,Gondiya,842.2,528.1249460314194,2115.0,0.3923740660687138,0.236,52.21,Elevated
Arunachal Pradesh,Upper Siang,26.733333333333334,33.417869815242646,168.0,2.0517319523119193,-0.767,52.2,Elevated
Telangana,Warangal Urban,147.7,81.60804135496147,347.0,0.9436887212631724,-0.619,52.2,Elevated
Arunachal Pradesh,West Kameng,61.0,53.24892746208199,166.0,1.604689180203079,-0.725,52.19,Elevated
Chhattisgarh,Khairagarh Chhuikhadan Gandai,70.16666666666667,46.055501250147074,163.0,3.6260077238668416,-0.714,52.15,Elevated
Andaman and Nicobar Islands,North And Middle Andaman,41.8,40.49299641445037,163.0,1.2359788966107617,-0.749,52.13,Elevated
Kerala,Pathanamthitta,503.46666666666664,277.051686119412,961.0,0.7490000453285337,-0.181,52.11,Elevated
Karnataka,yadgir,59.166666666666664,35.162757858704495,159.0,1.0751230798496985,-0.727,52.08,Elevated
Arunachal Pradesh,Namsai,42.766666666666666,34.438033638980315,160.0,2.770378576282232,-0.748,52.08,Elevated
Uttar Pradesh,Hapur,701.1666666666666,405.5555647404607,1855.0,0.4708266299883024,0.063,52.05,Elevated
Nagaland,Zunheboto,42.86666666666667,37.62861469252039,154.0,1.57147684563325,-0.748,51.99,Elevated
Maharashtra,Chatrapati Sambhaji Nagar,56.93333333333333,41.53846022857515,152.0,2.4878907855290024,-0.73,51.97,Elevated
Rajasthan,Jhunjhunu,61.6,38.36988761857492,152.0,1.440594274229858,-0.724,51.97,Elevated
Uttar Pradesh,Chitrakoot,631.9,373.8536824241122,1610.0,0.5447693154386042,-0.023,51.95,Elevated
Uttar Pradesh,Jalaun,812.1,410.4885524885413,1761.0,0.4960336668869141,0.199,51.94,Elevated
Karnataka,Dharwad,724.2333333333333,383.02684549234414,1453.0,0.5909500646932379,0.091,51.9,Elevated
West Bengal,Howrah,1108.1,507.1876718560484,2216.0,0.35178253648282776,0.563,51.89,Elevated
Assam,Majuli,43.4,28.568852100580234,141.0,2.0922841123366807,-0.747,51.79,Elevated
Odisha,Kalahandi,648.6333333333333,384.0855223849854,1275.0,0.6439425666888231,-0.002,51.77,Elevated
Odisha,Bhadrak,608.9,337.40085133674245,1108.0,0.6950371288631954,-0.051,51.74,Elevated
Maharashtra,Mumbai City,773.6333333333333,358.5289372569176,1673.0,0.5179961113435848,0.152,51.66,Elevated
Arunachal Pradesh,West Siang,31.666666666666668,31.672171330390487,132.0,1.6592272004350517,-0.761,51.65,Elevated
Arunachal Pradesh,Lohit,47.03333333333333,39.971958561776376,131.0,2.175701928014844,-0.742,51.64,Elevated
Delhi,New Delhi,52.766666666666666,34.3146528803491,130.0,1.6803895528065267,-0.735,51.63,Elevated
Karnataka,Bengaluru South,52.4,29.072560828097828,128.0,3.7393293421331872,-0.736,51.6,Elevated
Odisha,Dhenkanal,500.43333333333334,285.2356174660948,1046.0,0.7126823925557114,-0.184,51.6,Elevated
West Bengal,North Dinajpur,45.9,28.301760637324556,126.0,1.1688346318143903,-0.744,51.56,Elevated
Odisha,Koraput,589.0,351.4919923549542,1295.0,0.6339238152246938,-0.075,51.54,Elevated
Assam,West Karbi Anglong,42.56666666666667,31.010213371296455,123.0,2.814168433033018,-0.748,51.51,Elevated
Madhya Pradesh,Harda *,59.96666666666667,38.53657763854951,118.0,1.129125587282851,-0.727,51.45,Elevated
Madhya Pradesh,Mandla,495.26666666666665,266.97887470777516,1201.0,0.6617829830306007,-0.191,51.43,Elevated
Maharashtra,Dharashiv,54.56666666666667,28.64007721687401,114.0,1.8619808178050599,-0.733,51.38,Elevated
Orissa,Bhadrak,58.5,30.19905228017412,112.0,1.0007175595379356,-0.728,51.36,Elevated
Madhya Pradesh,Mauganj,48.03333333333333,28.085440249762662,113.0,1.699356587708789,-0.741,51.36,Elevated
Daman and Diu,Daman,32.93333333333333,24.13744170275763,111.0,1.07090461907581,-0.76,51.32,Elevated
Odisha,Baudh,35.166666666666664,26.109957584367525,105.0,1.8848397626141324,-0.757,51.23,Elevated
Karnataka,Bagalkot,701.6666666666666,402.18861018298315,1710.0,0.49894886466133664,0.063,51.23,Elevated
Kerala,Kasargod,44.46666666666667,26.702361168144343,98.0,1.9104250841502597,-0.746,51.13,Elevated
Odisha,Balangir,607.5,348.1160874547851,1181.0,0.6600439209485723,-0.053,51.11,Elevated
Haryana,Fatehabad,550.5,376.63141682277524,1503.0,0.5590255300090055,-0.123,50.97,Elevated
Nagaland,Phek,34.3,28.16839755274792,87.0,1.0024419964495779,-0.758,50.96,Elevated
Jammu and Kashmir,Kulgam,213.56666666666666,122.29294488160832,475.0,0.8786277645701602,-0.537,50.96,Elevated
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,25.366666666666667,16.690867487080006,87.0,1.9901242940025647,-0.769,50.95,Elevated
Andhra Pradesh,Karim Nagar,29.166666666666668,19.91548233866328,86.0,1.8994524662936607,-0.764,50.94,Elevated
Ladakh,Kargil,39.3,19.74169401947616,86.0,1.360665895463373,-0.752,50.94,Elevated
Himachal Pradesh,Kangra,796.7,426.2036222115045,1401.0,0.5861574201266905,0.18,50.91,Elevated
Andaman & Nicobar Islands,Andamans,25.3,17.648190295031814,84.0,1.1514743227709163,-0.769,50.91,Elevated
Nagaland,Peren,24.466666666666665,21.250125084148422,84.0,1.1003203215111825,-0.77,50.9,Elevated
Karnataka,Chamarajanagar,31.133333333333333,21.498569853530405,82.0,3.326640489493878,-0.762,50.88,Elevated
Jharkhand,Pakaur,29.733333333333334,21.46678803421106,80.0,1.4009356044356098,-0.764,50.85,Elevated
Chhattisgarh,Sakti,137.1,64.40354991286823,239.0,0.9494950438351625,-0.632,50.83,Elevated
Jammu and Kashmir,Leh,26.266666666666666,20.804398297132924,75.0,1.1967396416308553,-0.768,50.77,Elevated
Tamil Nadu,The Nilgiris,478.73333333333335,311.94826420454706,1092.0,0.6813992429830177,-0.211,50.73,Elevated
Pondicherry,Karaikal,30.933333333333334,17.963436683198022,72.0,1.4131372216309843,-0.762,50.72,Elevated
Madhya Pradesh,Niwari,26.133333333333333,16.22627357167962,71.0,1.051709753261833,-0.768,50.71,Elevated
Telangana,Siddipet,354.1,150.14529744493362,654.0,0.8171155933310212,-0.365,50.71,Elevated
Punjab,SAS Nagar (Mohali),529.4333333333333,292.61292348169746,1187.0,0.6504929423438433,-0.149,50.67,Elevated
Arunachal Pradesh,East Kameng,19.9,18.17984863940633,68.0,1.6398195159006916,-0.776,50.66,Elevated
Rajasthan,Khairthal-Tijara,33.03333333333333,17.215637104665635,68.0,2.3493056730299666,-0.76,50.66,Elevated
Tamil Nadu,Virudhunagar,1010.3666666666667,497.9670729547551,1954.0,0.4087198059441626,0.443,50.66,Elevated
Arunachal Pradesh,Tawang,22.1,18.987019159197267,67.0,2.5999891559068455,-0.773,50.64,Elevated
Tamil Nadu,Ranipet,23.033333333333335,13.882470547627575,67.0,1.0186741035755316,-0.772,50.64,Elevated
Arunachal Pradesh,Upper Subansiri,20.966666666666665,18.64825652076804,64.0,1.2407683413091157,-0.774,50.6,Elevated
Arunachal Pradesh,Longding,17.166666666666668,13.401192261250062,64.0,1.0821169567818116,-0.779,50.59,Elevated
Lakshadweep,Lakshadweep,35.06666666666667,19.392379116964786,63.0,1.4927309052171838,-0.757,50.59,Elevated
Rajasthan,Didwana-Kuchaman,21.6,14.703037453017235,62.0,1.1667392858205508,-0.774,50.56,Elevated
Jammu and Kashmir,Kishtwar,148.53333333333333,103.02953487942796,517.0,0.858121525343993,-0.618,50.53,Elevated
Sikkim,South Sikkim,18.466666666666665,18.24305882801179,59.0,1.5014939976115902,-0.778,50.52,Elevated
Manipur,Jiribam,14.333333333333334,12.435581134829185,59.0,1.2551218279343772,-0.783,50.51,Elevated
Arunachal Pradesh,Siang,13.633333333333333,12.346948061637807,56.0,1.633309166222608,-0.784,50.47,Elevated
Delhi,South East Delhi,21.8,15.696254769629071,56.0,3.1380305001237327,-0.773,50.47,Elevated
Orissa,Rayagada,19.033333333333335,13.889920268218647,55.0,1.9152658972148136,-0.777,50.46,Elevated
Sikkim,West Sikkim,16.166666666666668,14.405658211471879,54.0,1.0715404670880748,-0.78,50.44,Elevated
Karnataka,Haveri *,20.233333333333334,15.016504330197845,54.0,1.284427983558982,-0.775,50.44,Elevated
Uttarakhand,Hardwar,31.666666666666668,17.271330307035203,67.0,0.9953580091732906,-0.761,50.42,Elevated
Maharashtra,Nandurbar *,18.233333333333334,11.81373640369938,52.0,1.2763958218351745,-0.778,50.41,Elevated
Arunachal Pradesh,Kra Daadi,8.533333333333333,9.86017182942301,52.0,1.268626096126096,-0.79,50.4,Elevated
Madhya Pradesh,Narmadapuram,91.43333333333334,47.54720582336249,200.0,0.9531700015324537,-0.688,50.39,Elevated
Himachal Pradesh,Lahul and Spiti,15.8,11.989650709588291,49.0,1.6719658080122437,-0.781,50.36,Elevated
Punjab,Mansa,324.3333333333333,221.57357824143347,839.0,0.7536023405345541,-0.401,50.36,Elevated
Rajasthan,Deeg ,17.233333333333334,10.672825090026487,48.0,1.498191267796531,-0.779,50.35,Elevated
Dadra and Nagar Haveli and Daman and Diu,Daman,17.5,12.156309557960654,47.0,2.737314782525696,-0.779,50.33,Elevated
Arunachal Pradesh,Lower Subansiri,15.6,12.976371098907112,46.0,1.695364083153683,-0.781,50.32,Elevated
Jharkhand,Garhwa,811.6333333333333,463.58933099899093,1828.0,0.44312813549493496,0.198,50.32,Elevated
Rajasthan,Balotra,15.4,10.714476188783099,45.0,1.2409347463856146,-0.781,50.3,Elevated
Orissa,Sundargarh,17.3,11.356754028725176,45.0,1.059827529132449,-0.779,50.3,Elevated
Orissa,Nayagarh,14.2,9.778230571194785,44.0,1.0640251106917773,-0.783,50.28,Elevated
Rajasthan,Kotputli-Behror,15.766666666666667,10.060792226752575,43.0,1.5728921683474901,-0.781,50.27,Elevated
Nagaland,Meluri,12.566666666666666,13.07454313392707,43.0,2.465133889867522,-0.785,50.27,Elevated
Gujarat,Surendra Nagar,696.4666666666667,391.3302453421409,1547.0,0.5294984335592283,0.057,50.25,Elevated
Orissa,Bargarh,14.566666666666666,10.27109547705845,41.0,1.8426980510752977,-0.782,50.24,Elevated
Dadra & Nagar Haveli,Dadra & Nagar Haveli,8.1,8.193142633135135,36.0,1.0441606280193236,-0.79,50.16,Elevated
Uttarakhand,Garhwal,12.566666666666666,8.977686259538848,36.0,1.4931218070005257,-0.785,50.16,Elevated
Nagaland,Shamator,8.666666666666666,6.5037566509451015,34.0,1.5387463924963924,-0.79,50.13,Elevated
Daman & Diu,Daman,12.866666666666667,8.451620262261626,33.0,1.013334383254315,-0.784,50.11,Elevated
Assam,Bajali,13.3,8.29270556074683,32.0,1.1667724619588211,-0.784,50.1,Elevated
Karnataka,Davangere,592.4666666666667,357.94333334350216,1343.0,0.5901556351036636,-0.071,50.09,Elevated
Orissa,Jajapur,11.566666666666666,7.766787528041895,30.0,1.5503095978095978,-0.786,50.07,Elevated
Gujarat,Panch Mahals,10.633333333333333,7.199058048217779,29.0,1.3934795386549772,-0.787,50.05,Elevated
Assam,Tinsukia,452.3666666666667,230.0493924975803,984.0,0.7013438685294772,-0.244,50.05,Elevated
Rajasthan,Dhaulpur,9.466666666666667,7.3986640608327034,27.0,1.0805827505827506,-0.789,50.02,Elevated
Tripura,Dhalai  *,9.466666666666667,7.700126883564225,25.0,1.4373692248297512,-0.789,49.99,Elevated
Uttar Pradesh,Mainpuri,974.8,460.5528461945828,1656.0,0.48708059452056585,0.399,49.98,Elevated
Rajasthan,Phalodi,5.866666666666666,5.2241701755387435,23.0,1.0459920634920634,-0.793,49.96,Elevated
Chhattisgarh,Janjgir - Champa,7.166666666666667,5.825528440338732,21.0,1.2396513453866396,-0.791,49.93,Elevated
Rajasthan,Deeg,6.3,5.2070906563500765,20.0,1.522112332112332,-0.793,49.91,Elevated
Telangana,Jangaon,8.133333333333333,4.882998890120654,20.0,1.03007771010093,-0.79,49.91,Elevated
Sikkim,North,7.733333333333333,5.711049987000901,19.0,1.1445540935672514,-0.791,49.9,Elevated
Manipur,Pherzawl,3.8666666666666667,3.5304911579115945,18.0,1.1704621848739494,-0.796,49.88,Elevated
Arunachal Pradesh,Kamle,4.033333333333333,4.788515955645471,18.0,1.1005224867724868,-0.795,49.88,Elevated
Odisha,Bargarh,617.9666666666667,351.79230582373685,1148.0,0.645290494585233,-0.04,49.87,Elevated
Assam,Dima Hasao,5.2,3.8092446531545088,16.0,1.1925,-0.794,49.85,Elevated
Gujarat,Ahmadabad,219.06666666666666,132.5666867534284,568.0,0.8276297743349948,-0.531,49.84,Elevated
Haryana,Palwal,711.4666666666667,403.30785138465353,1623.0,0.49711399514553956,0.075,49.81,Elevated
Orissa,Anugul,5.933333333333334,3.3726417900035224,13.0,0.9995021645021644,-0.793,49.78,Elevated
Dadra and Nagar Haveli and Daman and Diu,Diu,3.466666666666667,2.3302113761354923,9.0,1.2605820105820105,-0.796,49.74,Elevated
Jharkhand,Simdega,413.6666666666667,288.4664963912272,1174.0,0.6345641779545937,-0.291,49.61,Elevated
Karnataka,Chitradurga,707.0333333333333,394.0564009459011,1440.0,0.5391785803702034,0.07,49.1,Elevated
Assam,Bongaigaon,414.3333333333333,194.31139837958526,795.0,0.7319086522789983,-0.29,48.66,Elevated
Telangana,Suryapet,393.56666666666666,171.54424046519782,762.0,0.7388864750986162,-0.316,48.49,Elevated
Madhya Pradesh,Narsimhapur,106.73333333333333,69.61516547684,241.0,0.9019829825988612,-0.669,48.46,Elevated
Jammu and Kashmir,Pulwama,369.6333333333333,252.0002029738281,1062.0,0.6464914183222646,-0.345,48.46,Elevated
West Bengal,Purba Bardhaman,215.36666666666667,94.46345154693915,421.0,0.8417638704524902,-0.535,48.28,Elevated
Assam,Baksa,287.3666666666667,150.68772993851553,758.0,0.7338101478081462,-0.447,48.1,Elevated
Andhra Pradesh,Nalgonda,469.2,273.00023998978963,1226.0,0.5874703527950402,-0.223,48.08,Elevated
Jharkhand,Bokaro,935.0333333333333,540.2463986593227,1931.0,0.35928280467231727,0.35,47.79,Elevated
Punjab,Fazilka,409.5,251.64202132503968,851.0,0.6970497745907502,-0.296,47.77,Elevated
Punjab,Nawanshahr,78.86666666666666,53.67509750297639,174.0,0.908346185166202,-0.703,47.74,Elevated
Gujarat,Amreli,587.8666666666667,348.27493433357716,1245.0,0.5715427904227568,-0.077,47.65,Elevated
Jammu and Kashmir,Punch,408.4,248.82199703180692,986.0,0.651941869278538,-0.298,47.59,Elevated
Gujarat,The Dangs,121.83333333333333,80.0452817250135,281.0,0.871420605748699,-0.65,47.56,Elevated
Andhra Pradesh,K.v. Rangareddy,5.933333333333334,4.016632088371217,16.0,0.9522510822510822,-0.793,47.46,Elevated
Karnataka,Gadag,398.06666666666666,246.8206012378268,952.0,0.6598165248746571,-0.31,47.45,Elevated
Assam,Hojai,419.43333333333334,186.28448458044568,801.0,0.7048818348586839,-0.284,47.4,Elevated
Karnataka,Bellary,578.7333333333333,321.4322402271919,1210.0,0.5770028954903185,-0.088,47.38,Elevated
Jammu and Kashmir,Kathua,376.1,219.60157495823643,765.0,0.7129888803665855,-0.337,47.23,Elevated
Maharashtra,Gondia,14.066666666666666,9.522870232827094,40.0,0.9401239773608195,-0.783,47.23,Elevated
Bihar,Jehanabad,541.5333333333333,323.432424678376,1483.0,0.4871145458238042,-0.134,47.06,Elevated
Jharkhand,Sahibganj,35.0,26.787799590420857,94.0,0.9185124584814339,-0.757,46.99,Elevated
Tripura,Unakoti,117.13333333333334,87.47797095439999,336.0,0.8404241227904592,-0.656,46.85,Elevated
Odisha,Sonapur,172.8,108.41408484649699,395.0,0.8211372448293478,-0.588,46.83,Elevated
Andhra Pradesh,K.V.Rangareddy,12.033333333333333,7.275292781563589,29.0,0.9332837818655224,-0.785,46.72,Elevated
Karnataka,Uttara Kannada,488.3333333333333,248.0156187147027,1005.0,0.6260546984836844,-0.199,46.63,Normal
Uttar Pradesh,Hathras,910.4666666666667,469.39592385675166,1895.0,0.3451042740468341,0.32,46.51,Normal
Karnataka,Tumakuru,459.3333333333333,219.35930740938812,878.0,0.6566570922299786,-0.235,46.2,Normal
Telangana,Adilabad,653.5,361.5285318067508,1503.0,0.4620675730986955,0.004,46.18,Normal
Tamil Nadu,Kanniyakumari,620.4333333333333,358.83649944415265,1111.0,0.5821414239851891,-0.037,46.15,Normal
Bihar,Pashchim Champaran,13.3,8.358972053614215,30.0,0.9210986357505965,-0.784,46.12,Normal
Jharkhand,Chatra,659.0,364.5828036120946,1516.0,0.45604836631398477,0.011,46.08,Normal
Tamil Nadu,Kallakurichi,133.36666666666667,69.19412140335051,323.0,0.8287947890723418,-0.636,46.08,Normal
Manipur,Kakching,31.566666666666666,23.99379709113534,96.0,0.8983160406078093,-0.761,46.01,Normal
Jammu & Kashmir,Baramula,3.066666666666667,3.139661011059604,15.0,0.9227777777777777,-0.797,45.97,Normal
Uttar Pradesh,Ambedkar Nagar,1009.1,482.00653522540546,1881.0,0.33722039825348765,0.441,45.96,Normal
Odisha,Kendrapara,631.4,328.49779299106405,1206.0,0.5469916638377874,-0.023,45.85,Normal
Sikkim,South,32.266666666666666,27.946911905566083,105.0,0.8923369246500621,-0.761,45.85,Normal
Arunachal Pradesh,Tirap,13.333333333333334,9.03759707663161,36.0,0.9124369249887825,-0.784,45.78,Normal
Daman & Diu,Diu,9.6,7.185233900639321,30.0,0.9124661123190535,-0.788,45.69,Normal
Karnataka,Haveri,575.7333333333333,316.5113642164541,1343.0,0.5019449919459894,-0.092,45.67,Normal
Jammu and Kashmir,Reasi,187.9,116.61263609297117,482.0,0.7707517477427044,-0.569,45.65,Normal
Karnataka,Mysuru,549.6666666666666,270.4618442505381,1112.0,0.5716593639461682,-0.124,45.59,Normal
Telangana,Warangal,589.5666666666667,342.0567288435157,1389.0,0.4842591664387466,-0.075,45.5,Normal
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,84.86666666666666,41.509228997344955,162.0,0.8632269013294488,-0.696,45.3,Normal
Karnataka,Mandya,627.8666666666667,344.8538654354147,1533.0,0.43508921784376253,-0.028,45.28,Normal
West Bengal,Darjeeling,799.3,374.1246473090725,1542.0,0.42857383421105805,0.183,45.19,Normal
Haryana,Jhajjar,477.43333333333334,269.2684448692399,1032.0,0.5876347318556249,-0.213,45.12,Normal
Gujarat,Valsad,675.3666666666667,362.1926981245103,1379.0,0.4780282179577365,0.031,45.09,Normal
Haryana,Sonipat,689.0,397.799030875538,1634.0,0.3983340482008,0.048,45.03,Normal
Nagaland,Niuland,5.233333333333333,4.5764263526161475,16.0,0.9027417027417027,-0.794,44.99,Normal
Telangana,Warangal Rural,171.76666666666668,79.16490137172788,357.0,0.7945493575008378,-0.589,44.91,Normal
Assam,Sibsagar,194.43333333333334,113.8509864974247,398.0,0.7794463779781103,-0.561,44.8,Normal
West Bengal,Medinipur,3.6666666666666665,2.411657511758871,9.0,0.8999338624338624,-0.796,44.74,Normal
Madhya Pradesh,Panna,550.2,328.6923307226107,1141.0,0.5454430024758812,-0.123,44.73,Normal
Punjab,Muktsar,89.1,53.92481995237955,188.0,0.8430174340401447,-0.691,44.69,Normal
Odisha,Jajpur,5.066666666666666,3.268800616627507,13.0,0.8973880748880749,-0.794,44.67,Normal
Andhra Pradesh,Anakapalli,186.86666666666667,89.44415839653459,368.0,0.7843028897874407,-0.57,44.58,Normal
Mizoram,Mamit,26.633333333333333,32.09090894290171,154.0,0.8439176895553661,-0.768,44.18,Normal
Uttar Pradesh,Kaushambi,961.4666666666667,481.80792662732273,1914.0,0.29155080069430167,0.383,44.15,Normal
Rajasthan,Sirohi,682.5666666666667,421.44772517771565,1447.0,0.43785809815895127,0.04,44.13,Normal
Himachal Pradesh,Shimla,323.3666666666667,174.80185498371327,640.0,0.6885996904329512,-0.402,44.05,Normal
Karnataka,Chikmagalur,16.5,10.575671495758879,37.0,0.8771465608450735,-0.78,44.04,Normal
Telangana,Jangoan,156.5,75.85001079717152,352.0,0.778632722066422,-0.608,44.03,Normal
Telangana,Jogulamba Gadwal,208.16666666666666,112.9037073192762,528.0,0.722809744700602,-0.544,43.97,Normal
Maharashtra,Bhandara,711.8333333333334,430.57035816848025,1537.0,0.4062170594534292,0.076,43.95,Normal
Assam,Golaghat,355.8333333333333,188.42415163545311,829.0,0.6270767284802543,-0.362,43.9,Normal
Telangana,Khammam,651.0,283.90029818643166,1148.0,0.5243994930591735,0.001,43.85,Normal
Chhattisgarh,Gaurela-pendra-marwahi,49.6,36.526419347437106,182.0,0.8280999291206472,-0.739,43.83,Normal
Andhra Pradesh,Ananthapur,513.3,310.68380089398136,1219.0,0.49861532986554985,-0.169,43.56,Normal
Telangana,Rangareddy,55.5,29.87646980946481,103.0,0.846308958196334,-0.732,43.53,Normal
Orissa,Kandhamal,4.833333333333333,3.5823642100341124,12.0,0.8747334147334148,-0.794,43.52,Normal
Jharkhand,Seraikela-Kharsawan,483.46666666666664,265.33449719608427,1160.0,0.5153988598110152,-0.205,43.48,Normal
Tamil Nadu,Tirupattur,176.1,95.27504648520839,469.0,0.7307917448959544,-0.584,43.45,Normal
Puducherry,Karaikal,105.3,61.760466096150815,221.0,0.8073861491093289,-0.671,43.43,Normal
Bihar,Sheohar,418.93333333333334,249.75283413991426,1094.0,0.5342530748001444,-0.285,43.37,Normal
Odisha,Boudh,179.13333333333333,104.90709628321008,358.0,0.7587737196929855,-0.58,43.14,Normal
Uttar Pradesh,Sant Ravidas Nagar,750.7666666666667,388.5656810704557,1590.0,0.37308173441271514,0.124,43.13,Normal
West Bengal,Paschim Bardhaman,193.53333333333333,85.2734883541887,375.0,0.7510898175090078,-0.562,43.03,Normal
Punjab,S.A.S Nagar(Mohali),44.96666666666667,32.270925671231694,122.0,0.8278271914146159,-0.745,42.89,Normal
Jharkhand,Dumka,621.6,352.1109347135184,1482.0,0.4016983090468524,-0.035,42.82,Normal
Assam,Tamulpur District,19.133333333333333,9.254014351036822,34.0,0.8535148221900027,-0.777,42.81,Normal
Haryana,Yamunanagar,11.166666666666666,7.110377716012548,30.0,0.8542703823953824,-0.787,42.78,Normal
Odisha,ANUGUL,3.6333333333333333,2.042367343994731,8.0,0.8605555555555555,-0.796,42.75,Normal
Odisha,Nayagarh,354.7,205.94109469156132,785.0,0.6154788610476858,-0.364,42.64,Normal
Karnataka,Koppal,566.6,286.7924396637329,1134.0,0.505039679658202,-0.103,42.61,Normal
Karnataka,Chamrajanagar,321.46666666666664,180.91524655700417,704.0,0.6378410578291934,-0.405,42.5,Normal
Tamil Nadu,Tenkasi,189.66666666666666,103.90922209689383,453.0,0.7160599369285335,-0.567,42.47,Normal
Karnataka,Vijayanagara,169.73333333333332,88.61498796453127,394.0,0.7314481015786103,-0.591,42.33,Normal
Telangana,Peddapalli,127.33333333333333,52.12407831539936,236.0,0.7753231636164822,-0.644,42.07,Normal
Odisha,Sambalpur,473.9,266.102177679021,933.0,0.5570735200139398,-0.217,42.07,Normal
Assam,Dhemaji,303.1666666666667,170.6654487654102,828.0,0.5911364429285257,-0.427,42.06,Normal
Karnataka,Gadag *,16.033333333333335,11.987014046338917,62.0,0.8298382792097212,-0.781,42.05,Normal
Assam,Kokrajhar,410.8666666666667,178.54019799151834,702.0,0.6284237678558239,-0.295,42.05,Normal
Odisha,Jajapur,463.8333333333333,263.6505110065653,953.0,0.5503264952746302,-0.23,42.03,Normal
Telangana,Mancherial,319.4,125.7739077156664,561.0,0.6697340618220883,-0.407,41.9,Normal
Sikkim,West,24.433333333333334,24.418313270750417,90.0,0.816067084937472,-0.77,41.8,Normal
Delhi,North East,295.56666666666666,154.06373140143444,602.0,0.6552014237955205,-0.437,41.78,Normal
Rajasthan,Beawar,15.966666666666667,9.517618266733772,39.0,0.8308734285427835,-0.781,41.75,Normal
West Bengal,Kalimpong,35.43333333333333,21.204559258172125,89.0,0.8148672049168192,-0.757,41.73,Normal
Tamil Nadu,Viluppuram,744.3333333333334,395.0181430432447,1409.0,0.3996587489127139,0.116,41.67,Normal
Odisha,Kandhamal,388.9,238.43763733217895,953.0,0.543722225067776,-0.322,41.66,Normal
Jharkhand,Jamtara,381.73333333333335,198.73200345038117,856.0,0.5732498491054987,-0.331,41.64,Normal
Andhra Pradesh,Karimnagar,214.9,128.21462340611703,524.0,0.671101271636836,-0.536,41.33,Normal
Punjab,Firozpur,111.23333333333333,72.22125168814439,258.0,0.7537606788276325,-0.663,41.32,Normal
Puducherry,Puducherry,320.46666666666664,147.4448425995138,660.0,0.6277244905582439,-0.406,41.32,Normal
Chhattisgarh,Janjgir Champa,6.9,5.4857181342351025,28.0,0.8254528804528806,-0.792,41.31,Normal
Orissa,Dhenkanal,13.8,9.928711414117524,42.0,0.8203730321729042,-0.783,41.27,Normal
Nagaland,Kiphire,22.866666666666667,18.1007398083392,70.0,0.8115552939839574,-0.772,41.27,Normal
Karnataka,Chikkaballapur,498.23333333333335,271.8938285856972,956.0,0.5307473828357756,-0.187,41.12,Normal
Assam,Biswanath,160.43333333333334,74.67709030279603,296.0,0.7374741830908612,-0.603,41.12,Normal
Assam,Nalbari,330.76666666666665,183.8379502551717,758.0,0.5930932535955551,-0.393,41.1,Normal
